,Country,Date,Buyer,Seller,Location,Property type,Property type 2 (use drop-down menu),Main use (if Mixed use),Use (if Development/Building rights),Comment (if Redevelopment),Comment (if Other),"Price, MDKK","Area, m2","Price, DKK/m2",Comments,Comments from meeting,BRE received,BRE reviewed,BRE bid,Broker,Source,,,,,,
,Denmark,2025-04-29,Jansen Ejendomme,Ambiente,Skanderborg,Mixed use,,,,,,100,"10,720","9,328","Jansen Ejendomme has acquired a 10,720 sqm office and warehouse property in Skanderborg from Ambiente in a DKK 100 million sale & leaseback deal. Ambiente will continue occupying the property under a 14-year lease.",,,,,Property Advice,Vejle-investor kaster 100 mio. kr. efter østjysk domicil,,,,,,
,Denmark,2025-04-29,"AKF, Sampension","AP Pension, Keva",Copenhagen,Hotel,,,,,,"1,000","25,000","40,000","AKF and Sampension have jointly acquired the Comwell Copenhagen Portside hotel in Nordhavn from AP Pension and Finnish pension fund Keva for around DKK 1 billion. The 484-room hotel spans over 25,000 sqm and was developed in 2021.",,,,,"Colliers, Deloitte",Milliardhandel med hotel i København,,,,,,
,Denmark,2025-04-23,Barings,Catella,Herlev,Residential,,,,,,-,-,-,"Barings acquires a project site from Catella and enters into a joint venture for the development of 269 rental apartments in Herlev, in Greater Copenhagen. This is Baring's first investment in Denmark. ",,,,,,Briter debuterer i Danmark: 269 boliger på vej ved København,,,,,,
,Denmark,2025-04-23,Nectar Kingosparken K/S,A/B Kingosparken,Taastrup,Residential,,,,,,328,"25,000","13,120","New owners have taken over 513 cooperative housing units in Taastrup, all of which are rented out. Among Nectar Invest, the new owners are MSG Capital, Stenseminde Holding, Pharmaservice, Jan Thaastrup Holding, and Fasttrack Properties. ",,,,,,Erfarne investorer forvandler over 500 andelsboliger – bud fra KAB droppes,,,,,,
,Denmark,2025-04-15,Bo-To Ejendomme,Private owner,Haderslev,Mixed use,,,,,,-,"10,902",-,"Bo-To Ejendomme has purchased a property portfolio of 10,902 sqm in Haderslev, South Jutland. The properties are divided into 4,873 sqm of commercial space, 3,587 sqm of residential space and 2,442 sqm of basement/parking space. ",,,,,Nordicals,Jysk investorduo punger ud i rekordhandel i Haderslev,,,,,,
,Denmark,2025-04-14,Stendörren,"Velliv, JLR Gruppen",Copenhagen,Logistics,,,,,,172,"19,200","8,958","Stendörren has acquired four logistics properties in the Copenhagen area from Velliv and JLR Gruppen. Total agreed property value was SEK 253M (DKK172M). The total leasable area amounts to 19,200 sqm. Annual NOI amounts to c. SEK 17M. ",,,,,,Svensk investor udvider porte­føljen for trecifret millionbeløb,,,,,,
,Denmark,2025-04-07,SF Management,"Unionkul, NRE",Copenhagen,Residential,,,,,,-,"1,000",-,"The top floors of the Silo property in Copenhagen has been purchased by SF Management on behalf of a number of investors within the family office category. The restaurant Silo Cph is located on the floor and will continue to do so on a long term lease. The purchase price is not disclosed, but property was valued at DKK 55M in June last year. ",,,,,,Milliardforvalter køber københavnsk penthouse-restaurant i tidligere kornsilo,,,,,,
,Denmark,2025-04-03,Catena,Borregaard Invest ApS,Køge,Logistics,,,,,,289,"26,085","11,079","Catena has signed an agreement to acquire a logistics facility to be built in Køge from Borregaard Invest. The total site area covers 55,267 sqm and the logistics facility will, when completed, be 26,085 sqm. Expected completion in Q1 2026. Estimated rental value of c. DKK 17.5M",Yield of around 6%,,,,,Catena köper för 400 mkr i Danmark,,,,,,
,Denmark,2025-03-31,Akademikerpension,Bellakvarter,Copenhagen,Residential,,,,,,500,"11,000","45,455","Akademikerpension is taking over a residential property worth over DKK 500M in Ørestad. The property covers 11,000 sqm and consists of 153 residential units. The residential property named Marthahus was purchased by the company Bellakvarter, which is owned by Akademikerpension and Sampension, while Solstra Development is involved as the developer. ",,,,,,Pensionskasse udvider porteføljen med køb for over en halv milliard,,,,,,
,Denmark,2025-03-31,"Peter Soldbro Dubin, CPHinvest",Dansk Ejenomdsfond I,Copenhagen,Office,,,,,,-,"4,325",-,"Dansk Ejendomsfond I, owned by Velliv, AP Pension and PBU, is selling two Copenhagen office properties to developer Peter Soldbro Dubin and CPHinvest. The buildings were sold for a three-digit million dollar amount. The two offices, Aldersrogade 8A and Tagensvej 70, amounts to 1,885 sqm and 2,440 sqm respectively.",,,,,,Pensionstrio sælger kontorejendomme i København for trecifret millionbeløb,,,,,,
,Denmark,2025-03-28,Mileway,Nordic Properties,Greater Copenhagen,Logistics,,,,,,-,-,-,"Investors Thomas Sehested and John Theisen, who together own the real estate company Nordic Properties, have sold six logistics properties in Greater Copenhagen. The six properties have a total book value of DKK 205M. ",Price between DKK 200M and DKK 230M. ,,,,Colliers,Investorduo sælger logistikejendomme for trecifret millionbeløb,,,,,,
,Denmark,2025-03-27,OTPP,Blackstone,Various,Logistics,,,,,,-,"92,000",-,"OTPP has completed the acquisition of a 92,000 sqm logistics portfolio from funds managed by Blackstone. The portfolio comprises three assets in Sweden and two in Denmark. The acquisition is undertaken together with Fokus Nordic. ",,,,,,"Ontario Teachers’ Pension Plan acquires 92,000 sqm prime logistics portfolio in Sweden and Denmark",,,,,,
,Denmark,2025-03-25,SFM Bolig+ II,Gefion Group,Copenhagen,Residential,,,,,,-,-,-,"Gefion Group has sold a rental property in the northwest quarter of Copenhagen to the SFM Bolig+ II fund. The building consists of 73 newly constructed apartments. The transaction price is not disclosed, but last week's land registration shows that the building has just been traded for a value of almost DKK 142M. ",,,,,,Gefion Group sælger københavner­boliger for trecifret millionbeløb,,,,,,
,Denmark,2025-03-21,Holte-administrator,HEA Ejendomme,Various,Mixed use,,,,,,-,-,-,"Copenhagen based HEA Ejendomme with properties worth almost half a billion kroner has chosen to sell. Holte-administrator buys. HEA Ejendomme's portfolio is spread over 20 properties in, among others, central Copenhagen, Gentofte, Slangerup and Sorø.",,,,,,Familieejet ejendomsselskab ryger på nye hænder,,,,,,
,Denmark,2025-03-19,A. Enggaard ,Aalborg Business School,Aalborg,Public use,,,,,,-,"12,000",-,"Aalborg Business School has sold their school property to A. Enggaard, who will convert the premises into offices. The property has an area of 12,000 sqm and has a public assessment as of 2020 of DKK 76M. The sales price has not been disclosed.",,,,,Nordicals,A. Enggaard køber 12.000 kvm ejendom,,,,,,
,Denmark,2025-03-19,Kjøbenhavns Boligejendomsselskab,IWH Ejendomme,Copenhagen,Residential,,,,,,-,"3,000",-,"Rådmansgaarden has been sold to Kjøbenhavns Boligejendomsselskab for a three-digit million amount. The exact price is not disclosed, but the property was most recently valued at DKK 157M. The property was built in 1890 and covers c. 3,000 sqm with 40 apartments and two back buildings with businesses. ",,,,,,Københavnsk boligejendom skifter hænder i trecifret millionhandel,,,,,,
,Denmark,2025-03-07,HL Management,-,Copenhagen,Residential,,,,,,-,"5,855",-,"HL Management adds three new properties to their portfolio. One of the properties is in Store Kongensgade, and is a mixed residential and commercial property with a total of 1,794 sm. The exact price is not disclosed. Another property is in Gammel Kongevej, has a preliminary land value of just overt DKK 30M and has a total area of 937 sqm. The last property is located in Vesterbrogade and has a preliminary basic assessment of DKK 87M, and a total area of 3,124 sqm. ",,,,,,Ejendomsforvalter fortsætter opkøbstogt,,,,,,
,Denmark,2025-03-03,Capman,Danske Shoppingcentre,Greater Copenhagen,Residential,,,,,,370,"10,647","34,752","Capman takes over a development project with 137 homes in Glostrup from Danske Shoppingcentre. The project covers 10,647 sqm and is part of the modernisation of the DSC-operated Glostrup Shopping Centre at the city's station.",Yield of 5.25%. They are taking the letting risk,,,,,Betaler over 350 mio. kr. for projekt med 137 boliger ved storkøbenhavnsk center,,,,,,
,Denmark,2025-02-24,Koncenton,Selmer Gruppen,Sorø,Public use,,,,,,-,"3,620",-,"Selmer Gruppen has sold a senior housing project to Koncenton. The project is in Pedersborg, located in Region Zealand, and will consist of 41 townhouses with a communal house. It has a total area of 3,620 sqm and is expected to be completed in the second half of 2026. Neither party wished to disclose the transaction price. ",,,,,,Koncenton køber endnu et seniorboligprojekt,,,,,,
,Denmark,2025-02-19,Tækker Group,Freja Ejendomme,Aarhus,Public use,,,,,,-,"7,356",-,"Tækker Group is taking over 13 buildings divided into two blocks in cenral Aarhus from Freja Ejendomme. The properties have previously been used for teaching purposes at Aarhus School of Architecture. The transaction price is not disclosed. The latest valuation of one property is DKK 37.5M, and the other at DKK 36M. ",,,,,,Lokale kræfter køber historiske Aarhus-bygninger med transformation for øje,,,,,,
,Denmark,2025-02-18,AKF,Dades,Fredriksberg ,Residential,Retail,,,,,-,"6,253",-,"AKF has acquired a property in Fredriksberg from Dades. The property has an area of 6,254 sqm and consists of 22 residential units and some commercial properties. The transaction price is not disclosed but the property was valued at DKK 181.4M in 2023.",,,,,,AKF udvider portefølje med markant hjørneejendom på Frederiksberg,,,,,,
,Denmark,2025-02-17,Stendörren,Private seller,Copenhagen,Industrial,,,,,,31,"3,650","8,548","Stendörren has, through two separate transactions acquired the warehouse and light industrial properties Martinkyläntie 52, Vantaa and Kanalholmen 20, Hvidovre from private sellers. The total agreed property value amounts to SEK 92M, and the total leasable area amounts to c. 10,500 sqm. Annual NOI is c. SEK 7.6M. The property in Copenhagen was recently for sale by CBRE for DKK 32.5M. ",We bid on this. Interesting that Stendörren bought this since they usually buy nicer quality. The admiral is the one that has the most potential. ,,,,,Svenskere slår til i københavnsk erhvervsområde,,,,,,
,Denmark,2025-02-12,Aarhus Municipality,AP Pension,Aarhus,Public use,,,,,,71,"7,521","9,440",Aarhus municipality purchased a new property for over DKK 70M. The upcoming building will be called Velfærdsteknologiens Hus with a vision of establishing a national centre for welfare technology. It is expected to be ready for occupancy in September 2027.,,,,,Nordicals,"Kommune køber ejendom til over 70 millioner kr. for at ""gå nye veje""",,,,,,
,Denmark,2025-02-05,Blackstone,Stensdal Group,Greater Copenhagen,Industrial,,,,,,-,"8,912",-,"The Danish arm of Blackstone has purchased two logistics properties from Stensdal Group. One of the properties is in Glostrup, and has an area of 3,799 sqm, while the other property is located on Oliefabriksvej in Kastrup and has an area of 5,113 sqm.",,,,,,Blackstone-selskab overtager to industriejendomme fra Stensdal Group,,,,,,
,Denmark,2025-02-03,MT Højgaard Property Development,By & Havn,Copenhagen,Office,,,,,,-,"13,700",-,"MT Højgaard Property Development is acquiring 13,700 sqm of building rights, which will materialise in an office building on Trælastholmen. The seller is By & Havn. The area was put up for auction last spring, and it is expected that the building permit will be in place at the beginning of 2026, so that the construction can begin during the first half of the year. ",,,,,,Projektudvikler køber knap 14.000 kvm byggeret til københavnsk kontorbyggeri,,,,,,
,Denmark,2025-01-31,BPL,Kalundborg municipality,Kalundborg,Hotel,,,,,,-,"35,500",-,"The Kalundborg municipality has sold 35,500 sqm plot of land to the development company BPL. The plan is to develop a hotel with 180 rooms and an associated conference center, as well an office hotel for companies and startups. ",,,,,Nordicals Copenhagen,Udvikler køber erhvervsgrund og skal føre hotelplaner i Kalundborg ud i livet,,,,,,
,Denmark,2025-01-22,Core Property,Invesco,Greater Copenhagen,Residential,,,,,,200-500,"8,337",-,"Core Property has acquired an 8,337 sqm property in Ballerup from Invesco. The property contains 119 residential units. The Core director will not give the specific purchase price, but states that they paid between DKK 200 and 500 million for the property. ",Core Property has DKK Q1935 bn AUM. ,,,,"Colliers, Savills",Trecifret millionhandel: Core Property køber 119 boliger af amerikansk investor,,,,,,
,Denmark,2025-01-21,Nyhavn 69 P/S,Dansk Ejendomsfond I P/S,Copenhagen,Retail / Office,,,,,,54,801,"66,792","Nyhavn 69 P/S has acquired a property in Copenhagen from Dansk Ejendomsfond I P/S. The property is constructed over three floors and is primarily used for retail and office. It is located in Kvæsthusgade 1, København K. ",,,,,,Kvæsthusgade 1,,,,,,
,Denmark,2025-01-20,AG Gruppen,-,Greater Copenhagen,Industrial,,,,,,-,"278,000",-,"AG Gruppen has taken over an old chemical factory, Sun Chemical, in Køge, with the aim of developing the area. They have not decided what they will end up building on the site, which has an area of just under 280,000 sqm.",,,,,,"Køber Køge-grund på 278.000 kvm: ""Vi skal lige finde ud af, hvad vi skal stille op""",,,,,,
,Denmark,2025-01-16,Rubik Properties & Alma Property Partners,Cufadan Ejendomme,Greater Copenhagen,Industrial,,,,,,-,"4,300",-,"Rubik Properties and Alma Property Partners have purchased a commercial property in Hedehusene between Copenhagen and Roskilde. The seller is the family-owned company Cufadan Ejendomme. The almost 4,300 sqm property has a total cadastral area of 11,000 sqm and will be the seventh industrial and warehouse asset in the Danish-Swedish partnership's joint venture company, Liwa Ejendomme. Although the sales price was not mentioned, the property was valued at approx. 14 million kr in 2023. ",,,,,,Vækstivrig nordisk duo føjer syvende ejendom til porteføljen,,,,,,
,Denmark,2025-01-15,HL Management,Dansk Ejendomsfond I P/S,Greater Copenhagen,Residential,Retail, ,,,,76,"4,316","17,609","HL Management is taking over a newer residential property in Lyngby Hovedgade. The property was built in 1989 and is divided into 18 homes of 1,746 sqm and 1,735 sqm of commercial space, consisting of retail space and office space. ",,,,,,Forvalter føjer nyt opkøb til fond med en halv milliard i midler,,,,,,
,Denmark,2025-01-14,Rubik Properties & Alma Property Partners,Abrdn,Aarhus,Residential,,,,,,650,-,-,Abrdn has signed an agreement with an unnamed buyer to acquire the ownership interests behind the 28-story residential property La Tour in Aarhus. The agreement is based on a value of 650 million. The total sales price will undergo a post-completion adjustment mechanism in line with standard practice for an equity transaction. They expect the competion of the agreement to be made by the end of this month. ,Later announced that the buyer was Alma and Rubik. ,,,,,Trecifret millionrabat sender markant Aarhus-højhus på nye hænder,,,,,,
,Denmark,2025-01-13,Invesco,FB Gruppen,Greater Copenhagen,Residential,,,,,,-,"14,901",-,"American Invesco Real Estate is acquiring two newly built residential properties in Ballerup on behalf of an unnamed German investor. The properties have a total area of 14,901 sqm spread over 186 rental homes and were completed in June and December. Both buildings are equipped with solar panels on the roof and are expected to achieve DGNB Gold. ",,,,,,Amerikanske investeringer fortsætter: Køber nyopførte hovedstadsejendomme,,,,,,
,Denmark,2025-01-10,Fredensborg,Heimstaden,Copenhagen and Odense,Residential,,,,,,849,-,-,"Heimstaden has entered into an agreement to sell all of its shares in three Danish projects to Fredensborg. The agreement covers the companies Thors Have Midco, Næsbyvej Midco and Atriet. These companies own newly built or ongoing housing projects in Copenhagen and Odense, representing a toal of 591 housing units. Fredensborg plans to divest the three project companies within six years. If all conditions are met, the transaction is expected to be finalised in February. ",,,,,,Heimstaden indgår aftale om at sælge danske boligprojekter for 849 mio. kr.,,,,,,
,Denmark,2025-01-06,Pensam,Heimstaden,Greater Copenhagen,Residential,,,,,,-,"20,000",-,"Pensam has acquired the property Kamillehuset in Rödovre which was purched from Heimstaden Bostad. The property covers almost 20,000 sqm, containing 15 residential  units, nine commmercial units and 150 parking spaces. It was constructed in 2022. The parties have agreed to not disclose the price of the transaction, but according to EjendomsWatch's information, it was just under half a billion kroner. ",,,,,,Heimstaden sælger boligejendom på knap 20.000 kvm til pensionsinvestor,,,,,,
,Denmark,2024-12-23,Nrep,Highbrook,Copenhagen,Residential,,,,,,-,"23,267",-,"Nrep buys A-House at Islands Brygge by the port of Copenhagen from American Highbrook investors. The property is 23,267 sqm and contains 195 residential units and 10 commercial leases. The transaction price is not disclosed, but Highbrook purchased the property for almost one billion, as reported by Ejendomswatch in 2020. ",,,,,,Nrep køber små 200 københavnske luksusboliger af amerikanere,,,,,,
,Denmark,2024-12-19,Cibus Nordic Real Estate,ATP Ejendomme,Greater Copenhagen,Retail,,,,,,879,"36,200","24,282","Cibus Nordic Real Estate increases their presence west of Öresund with the acquisition of 31 grocery stores across Denmark with an underlying property value of 879 million. 17 of the stores have Rema 1000 as a tenant, while Salling Group in the form of Netto rents out ten, and Coop has the last four. The annual rental income is approx. 55.4 million, and the leases run for a further seven years in average. The transaction is split up, so Cibus takes over 22 of the properties immediately, and it is expected that they will take over the remaining nine in early February. ",,,,,,Køber 31 butikker: Svenskere overtager portefølje til små 900 millioner,,,,,,
,Denmark,2024-12-19,Home.Earth,Skanska,Copenhagen,Residential,,,,,,520,"12,000","43,333","Home.Earth has purchased a residential property in Örestad from Skanska. The property is 12,000 sqm with 156 apartments. The residential property named CF Möllers Have is certified with DGNB Gold.",,,,,Nordanö,Home.Earth køber boligejendom for godt en halv mia. kr.,,,,,,
,Denmark,2024-12-19,Viga Real Estate,Goldman Sachs,Greater Copenhagen,Residential,,,,,,"1,100","37,500","29,333","The American Goldman Sachs sold the Rödovre Port building to the asset manager Viga Real Estate on behalf of a foreign investors in the form of Swiss Pictet Alternative Advisors, with whom a joint venture setup has been entered. The property is 37,500 sqm with over 500 homes and a number of commercial leases. According to a later article on Ejendomswatch, the latest data from the property data platform Resights calculates the final sales price of the transaction to be 1.1 billion. ",,,,,,Ny milliardhandel: Investorkreds køber over 500 københavnske boliger,,,,,,
,Denmark,2024-12-18,Phelix Ejedomme,Nordstern & Pro Developments,Aarhus,Residential,,,,,,-,-,-,"Nordstern and Pro Developments have sold the newly built property in Viby south of Aarhus to Phelix Ejendomme. The property consists of 20 apartmens, ",,,,,,"""Et meget stærkt projekt"": Aarhus-investor køber nyopført ejendom",,,,,,
,Denmark,2024-12-18,Propreco Property Development & SF Management,Danske Shoppingcentre,Greater Copenhagen,Retail,,,,,,110,"10,000","11,000","Danske Shoppingcentre has sole Hvidovre C center in the western part of Copenhagen to property developer Propreco Property Development and asset manager SF Management. This property was the smallest in Danske Shoppingcentre's portfolio. It was renovated in 2009, has a total retail area of 10,000 sqm and consists of 31 stores. ",,,,,,Butikscenter solgt for trecifret millionbeløb – vil udvikle med boliger,,,,,,
,Denmark,2024-12-18,Pears Global Real Estate,Knurs,Greater Copenhagen,Residential,,,,,,-,"50,000",-,"Pears Global Real Estate Denmark takes over six residential properties in and around Denmark, which was sold by the Liechtenstein-based fund Knurs. The transaction took place by Pears taking over the shares in the Property Company of 1.11.1979. The properties contain a total of 421 homes and a total area of around 50,000 sqm. ",,,,,,"""På radaren"" i flere år: Britisk familie køber over 400 boliger i Storkøbenhavn",,,,,,
,Denmark,2024-12-11,ABG Project Finance,Innovator,Greater Copenhagen,Retail,,,,,,200,"7,500","26,667","A Norwegian investor group, ABG Project Finance, has acquired a portfolio of six grocery stores from the Aarhus-based developer Innovater. The portfolio includes four Netto stores and two Coop365 stores located in Herlev, Frederiksberg, Brønshøj, Birkerød, Gilleleje, and Vinge near Frederikssund. The stores are part of Innovater's urban development projects. The total area of the portfolio is approximately 7,500 sqm, with a purchase price of around DKK 200 million, making it one of the largest retail transactions of the year.",,,,,,Trecifret millionhandel:Butiksportefølje i Storkøbenhavn ryger på norske hænder,,,,,,
,Denmark,2024-12-11,AAA United,Aarhus University & Incuba ,Aarhus,Office,,,,,,-,"38,000",-,"Aarhus University and Incuba have sold their share of the Navitas building to the company AAA United, which is owned by Bestseller billionaire Anders Holch Povlsen",,,,,,Rich man buys huge share of reviled building | erhvervplus.dk,,,,,,
,Denmark,2024-12-10,Thylander,A. Enggaard,Høje Taastrup,Residential,,,,,,-,-,-,"The family-owned property development company A. Enggaard has agreed to sell a residential project in Høje Taastrup, west of Copenhagen, to TG Partners VIII, an investment fund managed by the Thylander Group, upon its completion. The transaction is a forward purchase agreement. The project consists of 106 terraced houses across four building plots, which A. Enggaard acquired from the West Jutland investor group Reka Group in September of this year.",,,,,,Investor - EjendomsWatch,,,,,,
,Denmark,2024-12-09,Høgh Invest,Pædagogernes Pension,Aarhus,Residential,,,,,,123,"8,745","14,065",Pædagogernes Pension has sold 106 homes in the East Jutland satellite town of Lystrup to the Aarhus-based investor Høgh Invest for a sale price of DKK 123 million.,,,,,,Pensionskasse frasælger Aarhus-boliger – men afviser strategiændring,,,,,,
,Denmark,2024-12-06,Taastrup,Crescendo,Brohus,Residential,,,,,,95,-,-,"The property was built in 2021 and consists of a mix of row, chain and cluster houses, which make up a total of 32 housing units.",,,,,,Projektudbyder lukker fjerde handel siden november med køb for 95 mio. kr.,,,,,,
,Denmark,2024-12-05,Billund,Crescendo,-,Residential,,,,,,73,-,-,"The project provider Crescendo has taken over a project with 34 terraced houses in Billund, which will now be passed on to investors. The 34 terraced houses were built in 2022",,,,,,Trecifret millionhandel:Butiksportefølje i Storkøbenhavn ryger på norske hænder,,,,,,
,Denmark,2024-12-03,Bucherer Denmark,The Axel Pitzner Foundation,Copenhagen,Retail,,,,,,325,-,-,"The Axel Pitzner Foundation has sold the significant property Østergade 22 on Copenhagen's Strøget to Swiss jewelry group Bucherer. Built in 1876, the property currently houses Klarlund, a Danish watch and jewelry company, which was sold to Bucherer in 2022. Bucherer, which had already established a presence in Denmark in 2019, now owns both Klarlund and the property. The Axel Pitzner Foundation had purchased the building for nearly DKK 87 million in 2009 from Michael Kaa Andersen's Proark Group.",,,,,,Family foundation sells high-street property to Swiss people for more than DKK 300 million,,,,,,
,Denmark,2024-12-03,Thylander Gruppen,Egedal Municipality,Egedel,Land,,,,,,-,-,-,"Thylander has purchased a plot in Smørum, previously home to Søagerskolen, for its Build For Life fund. The Søagerhusene project, secured through a public tender by Egedal Municipality, will include 105 housing units, such as terraced houses and apartments",,,,,,Thylander completes second transaction in billion-kroner fund,,,,,,
,Denmark,2024-12-02,Niam,TN Udvikling,Aalborg,Residential,,,,,,-,-,-,"Nordhusene (Niam) has acquired the final 101 out of 130 terraced houses in Klarup, North Jutland, from property developer TN Udvikling, owned by Torben Nielsen. This purchase is part of Niam's Danish housing portfolio, which now includes over 2,400 homes across Denmark. The acquisition follows Niam's earlier purchases of townhouses in Hedensted and near Silkeborg",,,,,,Niam-selskab overtager 130 rækkehuse i Aalborg,,,,,,
,Denmark,2024-11-27,Nectar,Innovator,Vinge,Residential,,,,,,>300,"12,500",-,"A recently completed residential area with a total of 189 rental homes in Vinge near Frederikssund. The three properties have been developed and built by Innovator, which in a forward purchase transaction has sold the properties for a three-digit million amount, which according to the developer's CEO, Peter Søgaard, is ""a little bit higher"" than the DKK 300 million that the project amounted to.",,,,,,Asset manager takes over Innovater homes for three-digit million amount,,,,,,
,Denmark,2024-11-26,M7 Real Estate & Centerbridge,PostNord,Fredericia,Logistics,,,,,,68,"15,295","4,413","The acquisition of Snaremosevej 63-65, which was previously owned by PostNord but is now empty, is part of a partnership that will generate investments of the order of EUR 250 million (almost DKK 1.9 billion) across the continent in the so IOS segment , 46,902 total area",,,,,,Internationale milliardinvestorer i dansk parløb – andet opkøb er på plads,,,,,,
,Denmark,2024-11-26,Blackstone,Velliv,Glostrup (+),Logistics,,,,,,>500,-,-,"Four properties in the upcoming Blackstone portfolio are located in Glostrup, one in Kokkedal and one in Kolding. The properties are leased to a wide range of tenants, including in transport and logistics, but also larger industrial companies.",,,,,,Danish logistics portfolio sold to Blackstone for more than DKK 500 million.,,,,,,
,Denmark,11/19/2024,Jorcks Ejendomsselskab,Ginsborg family,Copenhagen,Retail / Office,,,,,,60,-,-,"Jorcks Ejendomsselskab has expanded its portfolio on Strøget in Copenhagen by acquiring the corner property Frederiksberggade 15. With this purchase, the company now owns a contiguous stretch of properties from Frederiksberggade 21 to 15, between Mikkel Bryggers Gade and Kattesundet",,,,,,111-year-old investor underlines street dominance with acquisitions,,,,,,
,Denmark,11/19/2024,Jeudan,PFA,Copenhagen,Other,,,,,,126,"3,700","34,054",A former customs and weighing booth of 3700 sqm near Østerport Station in Copenhagen built in 1894,,,,,,Jeudan køber 130-årig ejendom for 126 mio. kr.,,,,,,
,Denmark,11/19/2024,Gemini JV,Bo-Vita,Copenhagen,Residential,,,,,,218,"13,666","15,952","Presumably, old transaction from Nrep, now fully renovated.",,,,,,Nrep opens for rental of newly renovated homes in Mjølnerparken,,,,,,
,Denmark,11/18/2024,AG-LPB,AAB Housing Association,Rødovre,Land,,,,,,52,"9,808","5,302",The housing association AAB sales land plot to a joint company between AG Gruppen and Lægernes Pension,,,,,,Her er de seneste tinglyste ejendomshandler,,,,,,
,Denmark,11/18/2024,Kronhusene ,-,Central & North Zeeland,Land,,,,,,-,-,-,"Kronhusene identifies the location of 11 upcoming housing projects, bringing the joint venture's project portfolio to a total of 2500 units. Further acquisitions are on the way, Behind the joint venture constellation Kronhusene are Swedish Niam and Horsens-based Milton Huse, which own 75 and 25 per cent respectively",,,,,,Dansk-svensk duo køber jord til over 1000 boliger,,,,,,
,Denmark,11/15/2024,Brunswick,Private Individuals,Several,Industrial,,,,,,-,-,-,Anthony ,,,,,,Her er de seneste tinglyste ejendomshandler,,,,,,
,Denmark,2024-11-07,DIS,CBRE,Copenhagen,Student Housing,,,,,,"~1,000","~20,000","~50,000","The DIS fund has bought a student housing property in Copenhagen of more than 20,000 sqm for almost DKK 1 billion, according to the broker CBRE, which has mediated the deal on the basis of CBRE Investment Management. The property at Georg Brandes Plads 2 consists of 463 residential units as well as some smaller office and retail leases, it appears",,,,,,Københavnske boliger solgt for knap 1 mia. kr.,,,,,,
,Denmark,2024-11-07,Crescendo, Jesper Højberg,Aarhus,Residential,,,,,,39.5,"2,080","18,990","Terraced house project in the Aarhus suburb of Hørning, where 16 new detached houses of 130 sqm have been built. The seller is Jesper Højberg and the construction company Jørgen Højberg.",,,,,,Jysk provider completes two deals with a total value of three-digit million amounts,,,,,,
,Denmark,2024-11-07,IP Svanemølleholmen P/S ,Unknown seller,Nordhavn,Development,,,,,,148,n.a,n.a,"Empty  (from satellite image) site located in Nordhavn, Copenhagen. No articles published  to this date",,,,,,Arkiv - EjendomsWatch,,,,,,
,Denmark,2024-11-06,Alma Properties & Rubrik Properites,"M&B Ejendomsholding,",Kastrup,Industrial,,,,,,n.a,"5,653",n.a,"The Danish-Swedish investor consortium, consisting of Rubik Properties and Alma Property Partners, has secured the sixth asset for their industrial and warehouse portfolio with a property in the Amager business area. According to a press release from the duo, the asset has an interest-bearing area of 5,653 sqm and a cadastral area of 10,906 sqm, located at Kirstinehøj 46 in Kastrup, near Copenhagen Airport.",,,,,,Dansk-svensk duo føjer sjette ejendom til porteføljen,,,,,,
,Denmark,2024-11-06,Niam,Milton Huse,Haslev,Development,,,,,,74,n.a,n.a,"In May 2023, Niam announced that Niam and Milton Huse are merging to form a new joint venture that will develop, build, and operate terraced house projects in Denmark. This iseems to be a continuation of that process, no articles realesed as of this date",,,,,,Her er de seneste tinglyste ejendomshandler,,,,,,
,Denmark,2024-11-06,CP IOS Denmark S.á r.l,POST DANMARK A/S ,Fredericia ,Logistics,,,,,,68,"15,295","4,413","Postnords facility in Fredericia, no articles published  to this date",,,,,,Her er de seneste tinglyste ejendomshandler,,,,,,
,Denmark,2024-11-05,Crescendo,Dades,Copenhagen,Residential,,,,,,n.a,72,n.a,"The Nyhavn property has Crescendo bought by Dades. The property, which previously housed Nyhavn Rejser, underwent a complete renovation in 2018, and at the same time it was converted into a total of 12 rental apartments, which in 2020 were further divided into owner-occupied apartments. Previously, it appeared on Crescendo's website that the deal was closed with a purchase price of DKK 72.3 million.",,,,,,Jysk provider completes two deals with a total value of three-digit million amounts,,,,,,
,Denmark,2024-11-05,BoligGruppen,The real estate company ATPFA,Odense ,Office,,,,,,78,"27,960","2,790",Pension duo sells off office property near Odense,,,,,,Aarhus investor acquires 7000 sqm office property from Niam,,,,,,
,Denmark,2024-11-04,Actus,Niam,Vejle,Office,,,,,,72,"7,000","10,286","One of Vejle's largest office properties has been sold from Niam to the Aarhus-based real estate investor Actus. The transaction price is not stated in the press release, but in the latest financial statements from the company in which the property is located, the value is estimated at almost DKK 72 million.",,,,,,Aarhus-investor køber 7000 kvm kontorejendom fra Niam,,,,,,
,Denmark,2024-11-04,NREP,By & Havn,Copenhagen,Development,,,,,,116,n.a,n.a,"Residental development project in Copenhagen, no published articles to this date",,,,,,Here are the latest registered property transactions,,,,,,
