70,6,2025/02/03,IM,Åkersberga & Uppsala,David Hävermark,Belin & Söderlund,Tentacle,Sweden,Uppsala,Yes,Hållnäsgatan 11,752 28 Uppsala,Librobäck 17:5,Industrial,"1,363","1,081","1,438,475","1,055",,,,-,-,"The portfolio consists of five industrial and office properties located in Åkersberga and Uppsala. The two properties in Åkersberga is situated in areas designated for future residential development by the municipality, including the Kanalstaden project, which aims to create 3,000 new homes. The portfolio is located near Stockholm, Uppsala and Arlanda as well as transport links. ",,,,
70,6,2025/02/03,IM,Åkersberga & Uppsala,David Hävermark,Belin & Söderlund,Tentacle,Sweden,Uppsala,Yes,Hållnäsgatan 13,752 28 Uppsala,Librobäck 17:6,Industrial,826,"1,176","792,383",959,,,,-,-,"The portfolio consists of five industrial and office properties located in Åkersberga and Uppsala. The two properties in Åkersberga is situated in areas designated for future residential development by the municipality, including the Kanalstaden project, which aims to create 3,000 new homes. The portfolio is located near Stockholm, Uppsala and Arlanda as well as transport links. ",,,,
71,6,2025/02/04,Teaser,Hjälpmedelscentral,Albin Östmarck,Xenturi Fastigheter,Colliers,Sweden,Stockholm,No,Domnarvsgatan 16,163 53,Stockholm Virsbo 5	,Industrial,"1,639","2,131","3,182,000","1,941",9.4,100%,,-,-,"The property is in Lunda industrial area, Stockholm. It is fully leased to Sodexo AB, which operates a medical equipment center under contract with Region Stockholm. The location offers good transport connections, including proximity to Förbifart Stockholm and public transit.",,,,
72,6,2025/02/04,IM,Project Transit 2,Anthony Romano,PFA,Colliers,Denmark,Brøndby,No,Priorparken 385,DK-2605 Brøndby,"19h Brøndbyøster By, Brøndbyøster",Logistics,"25,404",659,"16,786,308",661,10.0,100%,,-,-,"The property is a fully leased last-mile distribution center in Greater Copenhagen, serving as a regional hub for PostNord. It features a sorting facility with 40 loading docks and EV charging stations. The location provides connectivity to Copenhagen and southern Sweden via major motorways.",,,,
73,6,2025/02/04,IM,Hammarby Sjöstad & Hökarängen,Josefin Bergholtz,Primula Byggnads,Arctic Securities,Sweden,Stockholm,Yes,Hammarby allé 112-120,120 65,Mältaren 1,Residential,"12,319","2,956","28,436,000","2,308",,,,"646,747,500","52,500","The portfolio consists of four properties in Stockholm, combining residential, office and commercial spaces. The properties are located in growing urban areas. The indicative price for Hökarängen is 45-50 kSEK/sqm and 50-55 kSEK/sqm for Hammarby Sjöstad",,,,
73,6,2025/02/04,IM,Hammarby Sjöstad & Hökarängen,Josefin Bergholtz,Primula Byggnads,Arctic Securities,Sweden,Stockholm,Yes,"Lugnets allé 1,3,9",120 33 ,Mältaren 3,Office,"4,146","2,970","9,883,000","2,384",,,,"217,665,000","52,500","The portfolio consists of four properties in Stockholm, combining residential, office and commercial spaces. The properties are located in growing urban areas. The indicative price for Hökarängen is 45-50 kSEK/sqm and 50-55 kSEK/sqm for Hammarby Sjöstad",,,,
73,6,2025/02/04,IM,Hammarby Sjöstad & Hökarängen,Josefin Bergholtz,Primula Byggnads,Arctic Securities,Sweden,Stockholm,Yes,Lingvägen 172-184,123 61,Anisen 3,Residential,"14,444","2,081","24,742,000","1,713",,,,"686,090,000","47,500","The portfolio consists of four properties in Stockholm, combining residential, office and commercial spaces. The properties are located in growing urban areas. The indicative price for Hökarängen is 45-50 kSEK/sqm and 50-55 kSEK/sqm for Hammarby Sjöstad",,,,
73,6,2025/02/04,IM,Hammarby Sjöstad & Hökarängen,Josefin Bergholtz,Primula Byggnads,Arctic Securities,Sweden,Stockholm,Yes,Russinvägen 1,123 59,Mjölsäcken 2,Residential,"2,644","2,199","4,733,000","1,790",,,,"125,590,000","47,500","The portfolio consists of four properties in Stockholm, combining residential, office and commercial spaces. The properties are located in growing urban areas. The indicative price for Hökarängen is 45-50 kSEK/sqm and 50-55 kSEK/sqm for Hammarby Sjöstad",,,,
74,7,2025/02/10,IM,Norslunda 1:26,Simon Klinga,Arlandastad Group AB & Bake My Day Holding AB,CBRE,Sweden,Sigtuna,No,Lindberghs gata 5,195 61,Norslunda 1:26,Industrial,"9,689","2,466","23,457,148","2,421",15.0,100%,,-,-,A built-to-suit food production facility leased to Bake My Day on a long-term 15-year contract. Located in Arlandastad area near Stockholm Arlanda Airport. The tenant has made significant investments in energy efficiency and food production standards to ensure sustainable operations.,,,,
75,7,2025/02/10,IM,Bankomat & OneMore,Simon Klinga,Arlandastad Group AB,CBRE,Sweden,Sigtuna,Yes,Pionjärvägen 69	,195 61,Norslunda 1:35	,Logistics,"1,695","2,196","3,763,000","2,220",6.7,100%,,-,-,"The portfolio consists of two newly developed properties in Arlandstad, Sigtuna, leased to Bankomat and OneMore AB. Bankomat has a 15-year contract. The property being leased to OneMore AB is under development with expected completion in August 2025.",,,,
75,7,2025/02/10,IM,Bankomat & OneMore,Simon Klinga,Arlandastad Group AB & BRA Framtid 40 AB,CBRE,Sweden,Sigtuna,Yes,,,Part of Norslunda 1:8,Logistics,"1,874","1,685","3,158,000","1,685",10.0,100%,,-,-,"The portfolio consists of two newly developed properties in Arlandstad, Sigtuna, leased to Bankomat and OneMore AB. Bankomat has a 15-year contract. The property being leased to OneMore AB is under development with expected completion in August 2025.",,,,
76,7,2025/02/10,IM,Norslunda 1:7,Simon Klinga,Arlandastad Group AB,CBRE,Sweden,Sigtuna,No,Thulins Plats 4A	,195 61,Norslunda 1:7,Industrial,"4,746","1,812","6,993,000","1,473",2.5,92%,,-,-,"A multi-let automotive service and sales facility in Arlandastad, featuring 11 tenants. The asset includes a mix of car services, sales, and parking, with further development potential of approximately 9,000 sqm.",,,,
77,7,2025/02/12,IM,Project Tygelsjö,Antonia Nyman,Tygelsjö Gård Förskola AB,Sundsstaden,Sweden,Malmö,Yes,Laavägen 43-45,218 72,Tygelsjö Gård 2,Public Use,"1,400","2,355","3,220,000","2,300",14.0,100%,,,,"The Project Tygelsjö portfolio consists of two fully leased properties in Malmö, both rented by Malmö municipality. The portfolio includes a modern preschool built in 2019 as well as an LSS residential property that was renovated in 2014 and 2022 to meet specialised care requirements.",,,,
77,7,2025/02/12,IM,Project Tygelsjö,Antonia Nyman,Tygelsjö Gård Kvarnbacken AB,Sundsstaden,Sweden,Malmö,Yes,Tvågårdsvägen 3,218 75,Tygelsjö 54:29,Public Use,700,"1,707","1,139,000","1,627",5.0,100%,,,,"The Project Tygelsjö portfolio consists of two fully leased properties in Malmö, both rented by Malmö municipality. The portfolio includes a modern preschool built in 2019 as well as an LSS residential property that was renovated in 2014 and 2022 to meet specialised care requirements.",,,,
78,7,2025/02/12,IM,Project Sävedalens Torg,Antonia Nyman,L-Å Eveberg Fastighetsutveckling AB & Berith Margareta Eveberg,Panreal,Sweden,Partille,Yes,Göteborgsvägen 28-34,463 30,Ugglum 2:311,Mixed,"2,503","1,907","4,400,000","1,758",2.0,100%,,,,"Sävedalens Torg is a fully leased mixed-use property located in Sävedalen, on the border between Partille and Gothenburg. The property has strong anchor tenants, including Västra Götalandsregionen and Triumfglass. The property consists of retail, office and restaurant spaces, and a small warehouse. ",,,,
79,7,2025/02/12,Teaser,Greve Main 12 -2,Anthony Romano,,Newsec,Denmark,Greve,No,Greve Main 12 ,DK-2670,,Light Industrial,"4,825",684,"3,300,000",684,10.0,100%,7.20%,"46,000,000","9,534",	A light industrial property located next to the E20 highway in Greve. The property is fully leased to Delicate A/S on a long-term contract. ,,,,
80,7,2025/02/12,IM,Project Fuglekvarteret,Anthony Romano,NPV,Colliers,Denmark,Copenhagen,No,,,,Residential,"29,008","2,260","56,800,000","1,958",,,4.50%,"1,262,222,222","43,513","Fuglekvarteret is a large-scale urban redevelopment in Copenhagen, transforming a former industrial site into a residential and mixed-use neighbourhood. The project will be completed in multiple phases, featuring a mix of residential units, retail spaces, social housing, and a dedicated parking facility.",,,,
80,7,2025/02/12,IM,Project Fuglekvarteret,Anthony Romano,NPV,Colliers,Denmark,Copenhagen,No,,,,Retail,960,"1,950","1,800,000","1,875",,,5.25%,"34,285,714","35,714","Fuglekvarteret is a large-scale urban redevelopment in Copenhagen, transforming a former industrial site into a residential and mixed-use neighbourhood. The project will be completed in multiple phases, featuring a mix of residential units, retail spaces, social housing, and a dedicated parking facility.",,,,
81,7,2025/02/12,IM,Project Circle House,Anthony Romano,NPV,,Denmark,Greater Copenhagen,No,Kokkedal,DK-2980,Cirkelhusgrunden,Residential,"29,500","2,140","54,800,000","1,858",,,4.50%,"1,217,777,778","41,281","Circle House is a large-scale mixed-use development in Kokkedal, Fredensborg, featuring residential units, commercial spaces, and a parking facility. The project is being developed in two phases, with full completion expected in 2029.",,,,
81,7,2025/02/12,IM,Project Circle House,Anthony Romano,NPV,,Denmark,Greater Copenhagen,No,Kokkedal,DK-2980,Cirkelhusgrunden,Commercial,"22,500","2,069","44,700,000","1,987",,,5.50%,"812,727,273","36,121","Circle House is a large-scale mixed-use development in Kokkedal, Fredensborg, featuring residential units, commercial spaces, and a parking facility. The project is being developed in two phases, with full completion expected in 2029.",,,,
82,7,2025/02/13,IM,Tumba Skog,Josefin Bergholtz,Magnolia,,Sweden,Botkyrka,No,,,Tumba 7:112,Residential,"17,245","2,898","47,725,000","2,767",,,5.00%,"954,500,000","55,349","Tumba Skog is a large-scale residential development located in Botkyrka, Sweden, approximately 1.5 km from Tumba Centrum. Magnolia plans to buil around 348 new homes in this area, consisting of rental apartments and townhouses, with construction beginning in Q1 2026 and expected completion between 2028 and 2029.",,,,
83,7,2025/02/11,IM,Söderhall 5:10,David Hävermark,Ecocycled Sverige AB,Fredegårds Fastighetsbyrå,Sweden,Vallentuna,No,Roslagsstoppet 3,186 97,Söderhall 5:10,Industrial Development,"126,608",,,-,,,,-,-,"Söderhall 5:10 is an industrial development site in Vallentuna, north of Stockholm, adjacent to the E18 highway.",,,,
84,7,2025/02/14,IM,Project Doppingen,Albin Östmarck,HG Byggen Entreprenad AB,Angermann,Sweden,Norrköping,Yes,Kaptensgatan 1,602 38,Norrköping Doppingen 3,Light Industrial,"3,452",338,"1,540,801",446,4.0,30%,,-,-,"Project Doppingen is a portfolio of four light industrial properties in Norrköping, located near the E4 highway and Norrköping harbor. The properties have flexible zoning regulations for further expansion. ",,,,
84,7,2025/02/14,IM,Project Doppingen,Albin Östmarck,HG Byggen Entreprenad AB,Angermann,Sweden,Norrköping,Yes,Returgatan 2,602 38,Upplaget 2,Light Industrial,"1,600",800,"1,016,890",636,7.0,0%,,-,-,"Project Doppingen is a portfolio of four light industrial properties in Norrköping, located near the E4 highway and Norrköping harbor. The properties have flexible zoning regulations for further expansion. ",,,,
84,7,2025/02/14,IM,Project Doppingen,Albin Östmarck,HG Byggen Entreprenad AB,Angermann,Sweden,Norrköping,Yes,Returgatan 7,602 38,Returen 2,Light Industrial,510,800,"336,870",661,,0%,,-,-,"Project Doppingen is a portfolio of four light industrial properties in Norrköping, located near the E4 highway and Norrköping harbor. The properties have flexible zoning regulations for further expansion. ",,,,
84,7,2025/02/14,IM,Project Doppingen,Albin Östmarck,HG Byggen Entreprenad AB,Angermann,Sweden,Norrköping,Yes,Järngatan 27C,,Blyet 1,Light Industrial,760,722,"475,465",626,0.8,100%,,-,-,"Project Doppingen is a portfolio of four light industrial properties in Norrköping, located near the E4 highway and Norrköping harbor. The properties have flexible zoning regulations for further expansion. ",,,,
85,8,2025/02/17,IM,Skinderskovvej 32,Anthony Romano,Papyro-Tex A/S,Savills,Denmark,Herlev,Yes,Skinderskovvej 32,2730,"30b, Hjortespring",Industrial,"12,923",650,"5,558,085",430,,0%,,-,-,"Skinderskovvej 32 is a vacant industrial property in Herlev, Greater Copenhagen. The site has some soil contamination due to past industrial use, and any remediation costs will be the responsibility of the buyer.",,,,
86,8,2025/02/17,IM,Project Park Lane,Josefin Bergholtz,JM,Tango,Sweden,Järfälla,No,"Debetvägen 8, Mäldgatan 9-13",175 42 ,Jakobsberg 2:22383,Residential,"11,530","3,266","32,789,000","2,844",,,,-,-,"JM is developing 205 residential units in Söderdalen, to be completed in 2026-2027. The project consists of 11,293 sqm residential area and 237 sqm commercial space. ",,,,
87,8,2025/02/18,IM,"Tværhøjen, Greve",Anthony Romano,Casa Nord,Cushman & Wakefield,Denmark,Greve,No,,,,Residential,"10,936","1,671",,-,,,4.50%,-,-,The project consists of 97 townhouses in Greve. Turnkey delivery is expected in August 2025.,,,,
88,8,2025/02/19,IM,Project Eklund,Josefin Bergholtz,Mirmor Holding AB,Tango,Sweden,Stockholm ,Yes,Hållsätrabacken 9-27,127 36,Hållsätra 8,Residential,"5,640","1,508","5,084,000",901,,99%,,-,-,"Two properties in Sätra and Bredäng with a total of 137 apartments. A building permit exists for the creation of additional residential area in Sätra, approx. 200 sqm of new space. ",,,,
88,8,2025/02/19,IM,Project Eklund,Josefin Bergholtz,Mirmor Holding AB,Tango,Sweden,Stockholm,Yes,Ålgrytevägen 11-17,127 32,Sveaorden 2,Residential,"5,630","1,452","5,035,000",894,,98%,,-,-,"Two properties in Sätra and Bredäng with a total of 137 apartments. A building permit exists for the creation of additional residential area in Sätra, approx. 200 sqm of new space. ",,,,
89,8,2025/02/20,IM,Hvidovrevej,Anthony Romano,Innovater,,Denmark,Hvidovre,No,Hvidovrevej 432-438,2650,,Residential,"15,033","1,975","25,264,575","1,681",,,,-,-,"A residential and commercial development in Hvidovre, Denmark. The project includes 188 residential apartments, commercial spaces for retail and cafes, and a raised courtyard with shared facilities.",,,,
90,8,2025/02/20,IM,Project Big Box Retail,Anthony Romano,Innovater,Nordicals,Denmark,Nyborg,Yes,Storebæltsvej 10,DK-5800,,Retail,"14,374","1,111","15,615,060","1,086",11.1,100%,,-,-,"This portfolio consists of three retail parks in Nyborg, Haslev, and Aalborg Nord, developed by Innovater A/S. The properties include a total of 32 rental units with major tenants such as JYSK, Elgiganten, Coop, and Harald Nyborg.",,,,
90,8,2025/02/20,IM,Project Big Box Retail,Anthony Romano,Innovater,Nordicals,Denmark,Haslev,Yes,Sverigesgade 2,DK-4690,,Retail,"6,500",995,"6,304,250",970,11.4,100%,,-,-,"This portfolio consists of three retail parks in Nyborg, Haslev, and Aalborg Nord, developed by Innovater A/S. The properties include a total of 32 rental units with major tenants such as JYSK, Elgiganten, Coop, and Harald Nyborg.",,,,
90,8,2025/02/20,IM,Project Big Box Retail,Anthony Romano,Innovater,Nordicals,Denmark,Aalborg Nord,Yes,Loftbrovej 15,DK-9400,,Retail,"20,446","1,322","26,249,650","1,284",12.0,96%,,-,-,"This portfolio consists of three retail parks in Nyborg, Haslev, and Aalborg Nord, developed by Innovater A/S. The properties include a total of 32 rental units with major tenants such as JYSK, Elgiganten, Coop, and Harald Nyborg.",,,,
91,8,2025/02/21,IM,Portfölj Huddinge,Simon Klinga,Erik Selin Fastigheter,Catella,Sweden,Huddinge,Yes,Jägerhorns Väg 6,141 75,Altartorpet 22,Mixed,"2,780","1,910","4,920,144","1,770",2.5,100%,,-,-,"Portfölj Huddinge consists of four commercial properties located in Huddinge, with a mix of industrial, retail, and office spaces. The portfolioio benefits from strong connectivity to major highways, ensuring access to central Stockholm and surrounding business districts.",,,,
91,8,2025/02/21,IM,Portfölj Huddinge,Simon Klinga,Erik Selin Fastigheter,Catella,Sweden,Huddinge,Yes,Jägerhorns Väg 8,141 75,Altartorpet 23,Mixed,"4,212","1,217","4,446,245","1,056",2.7,69%,,-,-,"Portfölj Huddinge consists of four commercial properties located in Huddinge, with a mix of industrial, retail, and office spaces. The portfolioio benefits from strong connectivity to major highways, ensuring access to central Stockholm and surrounding business districts.",,,,
91,8,2025/02/21,IM,Portfölj Huddinge,Simon Klinga,Erik Selin Fastigheter,Catella,Sweden,Huddinge,Yes,Jägerhorns Väg 3,141 75,Arrendatorn 15,Mixed,"1,325","1,733","2,222,276","1,677",4.6,100%,,-,-,"Portfölj Huddinge consists of four commercial properties located in Huddinge, with a mix of industrial, retail, and office spaces. The portfolioio benefits from strong connectivity to major highways, ensuring access to central Stockholm and surrounding business districts.",,,,
91,8,2025/02/21,IM,Portfölj Huddinge,Simon Klinga,Erik Selin Fastigheter,Catella,Sweden,Huddinge,Yes,Gamla Södertäljevägen 205,141 70,Arrendatorn 16,Mixed,"1,505","1,591","2,268,861","1,508",3.4,94%,,-,-,"Portfölj Huddinge consists of four commercial properties located in Huddinge, with a mix of industrial, retail, and office spaces. The portfolioio benefits from strong connectivity to major highways, ensuring access to central Stockholm and surrounding business districts.",,,,
92,8,2025/02/21,IM,Portfölj Västberga,Simon Klinga,Erik Selin Fastigheter,Catella,Sweden,Stockholm,Yes,Vretensborgsvägen 5,126 30,Dikesrenen 19,Mixed,"4,198","1,603","5,204,149","1,240",1.8,92%,,-,-,"Portfölj Västberga consists of five properties positioned in Västberga, Stockholm. The portfolio includes a mix of industrial, office, and retail spaces. With connectivity to major transport routes, the properties offer redevelopment potential.",,,,
92,8,2025/02/21,IM,Portfölj Västberga,Simon Klinga,Erik Selin Fastigheter,Catella,Sweden,Stockholm,Yes,Elektravägen 41,126 30,Elektra 4,Mixed,764,"2,539","1,336,160","1,749",1.5,88%,,-,-,"Portfölj Västberga consists of five properties positioned in Västberga, Stockholm. The portfolio includes a mix of industrial, office, and retail spaces. With connectivity to major transport routes, the properties offer redevelopment potential.",,,,
92,8,2025/02/21,IM,Portfölj Västberga,Simon Klinga,Erik Selin Fastigheter,Catella,Sweden,Stockholm,Yes,Elektravägen 43,126 30,Elektra 13,Mixed,"2,235","1,216","2,504,841","1,121",2.3,100%,,-,-,"Portfölj Västberga consists of five properties positioned in Västberga, Stockholm. The portfolio includes a mix of industrial, office, and retail spaces. With connectivity to major transport routes, the properties offer redevelopment potential.",,,,
92,8,2025/02/21,IM,Portfölj Västberga,Simon Klinga,Erik Selin Fastigheter,Catella,Sweden,Stockholm,Yes,Elektravägen 29,126 30,Elektra 25,Mixed,"4,110","1,673","5,458,052","1,328",2.2,89%,,-,-,"Portfölj Västberga consists of five properties positioned in Västberga, Stockholm. The portfolio includes a mix of industrial, office, and retail spaces. With connectivity to major transport routes, the properties offer redevelopment potential.",,,,
92,8,2025/02/21,IM,Portfölj Västberga,Simon Klinga,Erik Selin Fastigheter,Catella,Sweden,Stockholm,Yes,Elektravägen 31,126 30,Elektra 26,Mixed,"2,198","2,070","3,284,356","1,494",1.7,75%,,-,-,"Portfölj Västberga consists of five properties positioned in Västberga, Stockholm. The portfolio includes a mix of industrial, office, and retail spaces. With connectivity to major transport routes, the properties offer redevelopment potential.",,,,
93,8,2025/02/21,IM,Älvjsö ,Simon Klinga,Erik Selin Fastigheter,Catella,Sweden,Stockholm,Yes,Varuvägen 9,125 30,Konsumenten 2,Office,"20,948","1,778",,-,5.1,77%,,-,-,"Älvsjö Konsumenten 2 is an office property situated along Huddingevägen in Älvsjö, near Älvsjö Station and Stockholmsmässan.",,,,
94,8,2025/02/21,IM,Mölndal Kusken,Josefin Bergholtz,"Byggservicegruppen i Göteborg AB, Joakim Olsson, Henn Soppi, Anders Svensson, Lars Svensson",Newsec,Sweden,Mölndal,Yes,Ragnar Thorngrens gata 2,431 45,Kusken 6,Office,"1,306","2,637","2,889,000","2,212",2.5,100%,,-,-,"Mölndal Kusken consists of two properties strategically located in Åby, Mölndal, close to the E6 highway and major transport routes. Kusken 6 comprises office and industrial spaces, while Kusken 8 includes a fully leased gym with long-term agreements. ",,,,
94,8,2025/02/21,IM,Mölndal Kusken,Josefin Bergholtz,"Byggservicegruppen i Göteborg AB, PR-Offset Grafiska i Mölndal AB, Henn Soppi, Lars Svensson",Newsec,Sweden,Mölndal,Yes,Ragnar Thorngrens gata 4,431 45,Kusken 8,Gym/Office,"1,341","2,255","2,488,000","1,855",4.9,100%,,-,-,"Mölndal Kusken consists of two properties strategically located in Åby, Mölndal, close to the E6 highway and major transport routes. Kusken 6 comprises office and industrial spaces, while Kusken 8 includes a fully leased gym with long-term agreements. ",,,,
95,8,2025/02/21,IM,Project Scipio,Anthony Romano,Bonum Development,Catella,Denmark,Greater Copenhagen,Yes,,,,Residential,"9,788","1,900",,-,,,,-,-,"A residential development project comprising 132 apartments across four buildings, with completion expected by the end of Q1 2026. ",,,,
96,9,2025/02/24,IM,Åldermannavägen 1,Albin Östmarck,AZH Holding AB,Bjurfors Näringsliv,Sweden,Botkyrka,Yes,Åldermannavägen 1,145 57,Rotemannen 5,Logistics,"1,500",,,-,,0%,,-,-,"An industrial and logistics property in Alby Industriområde, just three minutes from the E4/E20 highway. The property features a 1,300 sqm warehouse with up to 10 meters of ceiling height and office spaces. Fully vacant.",,,,
97,9,2025/02/24,IM,Case Täby,Josefin Bergholtz,Storsala,,Sweden,Täby,Yes,,,,Residential,"11,027","3,172","36,121,733","3,276",,,4.85%,"744,778,000","67,541","A residential development project in Täby, consisting of 236 built-to-rent apartments with a mix of studio, one-, two-, and three-bedroom units. Storsala acts as both developer and project manager.",,,,
98,9,2025/02/24,IM,Case Märsta,Josefin Bergholtz,Storsala,,Sweden,Sigtuna,Yes,,,Sätuna 3:200,Residential,"4,593","2,822","13,731,000","2,990",,,5.00%,"274,620,000","59,791","A built-to-rent residential development in Märsta, with 94 apartments and 87 parking spaces, designed to include studio, one-, and two-bedroom units. The mixed-use project also contains approximately 400 sqm for commercial use, such as shops and restaurants. Storsala will be actively overseeing the development.",,,,
99,9,2025/02/24,IM,Case Solberga,Josefin Bergholtz,Storsala,,Sweden,Stockholm,Yes,,,,Residential,"5,602","3,221","16,841,030","3,006",,,4.75%,"354,548,000","63,290","A residential development in Solberga, featuring 99 built-to-rent apartments ranging from studios to four-bedroom units.",,,,
100,9,2025/02/24,IM,Case Orminge,Josefin Bergholtz,Storsala,,Sweden,Nacka,Yes,,,Orminge 60:1,Residential,"8,977","2,983","27,753,168","3,092",,,4.80%,"578,191,000","64,408","A built-to-rent residential development in Orminge, Nacka, consisting of 177 apartments with a mix of studios, one-, two-, and three-bedroom units. ",,,,
101,9,2025/02/24,Teaser,Project Hamlet,Anthony Romano,,Colliers,Denmark,Various,Yes,,,,Last-mile logistics,"116,000",,"44,000,000",379,3.7,91%,,-,-,"Project Hamlet is a last-mile logistics portfolio in Denmark, featuring 12 assets across the Capital Region and Triangle Region. The portfolio has a strong tenant mix, high occupancy, and an ESG roadmap aimed at long-term sustainability improvements. ",,,,
102,8,2025/02/21,Teaser,Droppen,Josefin Bergholtz,Granitor Properties AB,Catella,Sweden,Malmö,Yes,Hyllie Stationsväg 19-25,215 32,Gästgiveriet 1,Residential,"5,547","2,921","14,997,000","2,704",,,,-,-,"Droppen is a newly developed residential property in the Hyllie district of Malmö, featuring 108 apartments and a ground-floor commercial unit. It is positioned just minutes from Hyllie Station. ",,,,
103,9,2025/02/26,Teaser,Valseholmen 10,Anthony Romano,,CBRE,Denmark,Hvidovre,No,Valseholmen 10,2670,"43ao, Avedøre By",Light Industrial,"4,192",750,,-,,,,"49,000,000","11,689",Valseholmen 10 is a light industrial property located in the Avedøre Holme business district. The property will be fully vacant in May 2025. The sale price depends on whether the property is sold stabilized with tenants (DKK 50-52 million) or vacant (DKK 46-48 million).,,,,
104,9,2025/02/26,Teaser,Vallmovallen,Josefin Bergholtz,Peab,Catella,Sweden,Vellinge,No,"Vallgatan 4A-B, 6-18, Ängavägen 15",235 36,Vellinge 99:148,Residential,"6,023","2,190","11,438,000","1,899",,,,-,-,"Vallmovallen is a planned residential project in Vellinge, consisting of two multi-family buildings with 102 apartments. There will be a retail unit on the ground floor and 22 parking spaces.",,,,
105,9,2025/02/27,Teaser,Project Bluebell,David Hävermark,Flower,JLL,Sweden,Various locations,Yes,,,,Energy & Infrastructure,,,,-,,,,-,-,"Project Bluebell is a large-scale Battery Energy Storage System (BESS) investment opportunity led by Flower. The portfolio includes operational and under-construction BESS assets across Sweden, with additional development rights for 2.8GW of projects across multiple European countries. The joint venture structure allows an investor to acquire a majority stake in the AssetCo while leveraging Flower’s expertise in trading and optimisation.",,,,
106,10,2025/03/05,IM,Projekt Grönfinken,Josefin Bergholtz,HanssonGruppen,Tango,Sweden,Borås,No,Östermalmsgatan 28,504 55,Grönfiken 1,Public Use,"6,109","1,401","5,737,000",939,15.0,100%,,-,-,"Grönfinken is a fully leased social infrastructure property in Borås, Sweden, featuring a mix of municipal services and residential units. Borås Stad has signed a new 15-year lease. The asset offers future development potential with the possibility of adding additional floors for municipal or residential use.",,,,
107,10,2025/03/05,IM,Project Nova,Josefin Bergholtz,Resona Utveckling AB,NorthCap Advisory,Sweden,Sollentuna,No,Kanalvägen 11,191 34,Trollvagnen 1 & 3,Residential,"16,784","3,263","51,654,084","3,078",,,,-,-,"Residential development project in central Sollentuna, Stockholm, consisting of 309 rental apartments. ",,,,
108,10,2025/03/04,Teaser,Project Note,Mathias Vuorelma,,Cushman & Wakefield,Finland,Vantaa,No,,,,Logistics,"7,000",,"800,000",114,2.4,,,-,-,"Logistics asset located next to Helsinki Airport in Vantaa, Finland. The property was built in 2008 and has been fully occupied by RCK Finland Oy since its completion.",,,,
109,10,2025/03/04,Teaser,Project Lighthouse 2,Mathias Vuorelma,Castlelake,Cushman & Wakefield,Finland,Various,Yes,,,,Logistics,"60,000",,"5,700,000",95,3.1,96%,,-,-,"Last-mile logistics and light industrial portfolio located around Ring Road III in Helsinki Metropolitan area. The portfolio includes 14 assets with significant upside potential through rent reversion, leasing of vacant space, and optimization of unused building rights. With a stable, diversified tenant base and 99% of cash flow inflation-hedged, the portfolio offers strong income security and long-term growth opportunities.	",,,,
110,10,2025/03/04,Lead,Kalundborg II,Kristina Alderin,,,Denmark,Kalundborg,No,Lerchenfeldvej 71,4400,,Residential,"8,000",,,-,,,,-,-,"Residential project with c. 85 rowhouses. Local plan expected in Q2 2026. Trim, the developer, is in negotiations with the land owner to secure an option on the plot. Project will be built in two phases, with the project completed as of Q3 2027.",,,,
111,10,2025/03/04,Lead,Jyderup,Kristina Alderin,,,Denmark,Holbæk,No,Rådbjergvej 4F,4450,,Residential,"15,000",,,-,,,,-,-,"Residential project in Jyderup consisting of c. 165 rowhouses. Building permit is expected in Q3 2025. Trim, the developer, is in negotiations with the land owner to secure an option on the plot. The project will be built in five phases and has an expected completion in Q3 2027.",,,,
112,10,2025/03/04,Lead,Kalundborg III ,Kristina Alderin,,,Denmark,Kalundborg,No,,,,Residential,,,,-,,,,-,-,"Trim, the developer, is in negotiations with the land owner next to the plot we intent to build on in Kalundborg, to see if we can secure additional area. Upon receiving more information we will evaluate the opportunity, taking into considerations that we do not want to be overallocated in one city.",,,,
113,10,2025/03/04,Lead,Helsinge II,Kristina Alderin,,,Denmark,Gribskov,No,Troldemosevej 3,3200,,Residential,"15,000",,,-,,,,-,-,"Residential project in Helsinge. Trim, the developer, is in discussions with Troldeutvikling, option owner. Project will be built in five phases, with the entire project completed as of Q4 2027.",,,,
114,10,2025/03/04,IM,Bavne Ager,Kristina Alderin,OK Fonden,,Denmark,Gribskov,Yes,Bavne Ager,3250,,Public Use,"3,294","1,784","5,037,736","1,529",,,4.26%,"118,300,000","35,914","Project Bavne Ager consists of 42 senior rental apartments designed under the ""Boliger for Livet"" concept, ensuring access to nearby care facilities. The development is located in Gilleleje. The project is being delivered as a turnkey investment.",,,,
115,10,2025/03/05,Lead,LSS,Kristina Alderin,,,Sweden,Southern/central Sweden,Yes,,,,Public Use,"12,500",,,-,10,,,-,-,An LSS opportunity with 20 properties primarily located in southern/central Sweden. Most of the properties are built after 2020. Mainly Humana and Nytida as tenants.,,,,
116,9,2025/02/28,Lead,Skjøde Pipeline,Kristina Alderin,Skjøde,,Denmark,Aarhus,Yes,,,,Residential,"5,400",,,-,,,,"126,500,000","23,426",A project in Aarslev consisting of 68 SFR units. Expected completion in October 2026.,,,,
