,Country,Date,Buyer,Seller,Location,Property type,Property type 2 (use drop-down menu),Main use (if Mixed use),Use (if Development/Building rights),Comment (if Redevelopment),Comment (if Other),"Price, MSEK","Area, m2","Price, SEK/m2",Comments,Comments from Friday meeting,Yield,Project name,Broker,BRE received,Received by,BRE reviewed,BRE bid,Souce,
,Sweden,2025-06-13,Turbinen,Haninge Frakt L. Bergström Aktiebolag,Haninge,Industrial,,,,,,-,"4,000",-,"Turbinen has acquired an industrial property in Jordbro Företagspark in Haninge. The property is undeveloped and has an area of 4,000 sqm. The entire area is paved and leased to EB Road Cargo.",,,,,,,,,Turbinen förvärvar ytterligare i Jordbro Företagspark,
,Sweden,2025-06-13,W-Invest,Vidgrund AB,Örebro,Light Industrial,,,,,,-,"2,565",-,"W-Invest acquires the property Relingen 3 in Örebro, a newly built tire repair shop. The property is fully leased to Vianor. ",,,,,,,,,W-Invest förvärvar Relingen 3 i Örebro,
,Sweden,2025-06-13,ABG Fastena,Tjärn Fastighetsförvaltning group,Uppsala,Light Industrial,,,,,,-,"3,400",-,ABG Fastena is acquiring a light industrial property in Fyrislund area in Uppsala. This is a sale-and-leaseback transaction with Tjärn Fastigjetsförvaltning group where a 15-year lease agreement is being signed.,,,,New Property,,,,,ABG Fastena köper lättindustri i Uppsala,
,Sweden,2025-06-12,Tenzing Industrihus,STC,Ekerö,Light Industrial,,,,,,-,700,-,"Tenzing Industrihus has acquired the property Träkvista 1:542 in Ekerö via a sale-leaseback agreement with STC, which will remain as tenant under a new 10-year lease. The property includes 2,300 sqm of land and 700 sqm of premises.",,,,,,,,,Tenzing Industrihus stärks med affär på Ekerö,
,Sweden,2025-06-12,CA Fastigheter,Frödens Ventilation,Jönköping,Light Industrial,,,,,,-,"2,000",-,"Frödens Ventilation is selling a light industrial property in Torsvik, Jönköping to CA Fastigheter. The property has a rentable area of 2,000 sqm and is fully leased to Caverion. ",,,,New Property,,,,,CA Fastigheter växer i Jönköping,
,Sweden,2025-06-11,International Institutional Investor,Magnolia Bostad,Tyresö,Residential,,,,,,-,"6,518",-,"Magnolia Bostad is selling a housing project in Tyresö Bäverbäcken that will accomodate 140 homes. The project involves the construction of three buildings, each with six floors. ",,,,Colliers,Yes,,Yes,,Magnolia säljer via forward funding i Tyresö,
,Sweden,2025-06-11,Olov Lindgren,SEB Trygg Liv,Stockholm,Office,Retail,,,,,-,"6,000",-,"Olov Lindgren buys Grinden 16 at Fridhemsplan from SEB Trygg Liv. The property hsa a total lettable area of 6,000 sqm and contains a mix of offices and other premises. Some of the tenants include Sats, SEB and McDonald's.",,,,Hedman Modée & Partners,,,,,Olov Lindgren köper Grinden 16 vid Fridhemsplan,
,Sweden,2025-06-10,G&K Blanks Bostäder,-,Gothenburg,Residential,,,,,,-,-,-,"G&K Blanks Bostäder is acquiring 130 rental apartments in Kålltorp, Gothenburg. This is the company's first residential investment. The seller has chosen to stay anonymous.",,,,,,,,,G&K Blanks gör ny satsning – köper bostäder,
,Sweden,2025-06-09,Frentab Fastigheter,-,Täby,Industrial,,,,,,-,"3,000",-,"Frentab Fastigheter has acquired the property Täby Kyrkby 6:36, a warehouse and light industrial property which is fully leased to Täby Plåtteknik. ",,,,,,,,,Frentab förvärvar i Täby,
,Sweden,2025-06-09,BRF,Ursus,Stockholm,Residential,,,,,,754,"10,189","74,000","Ursus sold the property Förtjusningen 1, located in Kungsholmsporten.  The price was SEK 754M, corresponding to SEK 74,000 pr sqm. The property contains 138 apartments with an average size of 72 sqm, and three commercial units. It is a leasehold property, and 80% of the apartments were rented out at the time of the sale.",,,,Tango,,,,,Ursus säljer för 750 mkr på Kungsholmen,
,Sweden,2025-06-05,CDPQ,Sintaxi,Gothenburg,Logistics,,,,,,-,"1,575",-,"Sintaxi has sold the warehouse and logistics property Arendal 1:14 to IC LM Logistics, part of the CDPQ property group. The property was built in 2006 and extended in 2015. It offers a combination of warehouse and offices in addition to a larger undeveloped plot of land for container storage.",,,,RE/MAX Warberg & Co,,,,,CDPQ köper från Sintaxi i Göteborg,
,Sweden,2025-06-05,Dellner Homes,EHF,Götene,Company ,,,,,,-,-,-,"EHF is selling Götenehus to Dellner Homes, which also owns Fiskarhedenvillan. Dellner Homes now takes the lead in building a leading Nordic housing group. The parties will jointly own and develop the property in Götene where the company operates.",,,,,,,,,EHF sells Götenehus to Dellner Homes,
,Sweden,2025-06-05,Undisclosed institutional investor,K-Fastigheter,Various,Residential,,,,,,"1,888","42,077","44,870","K-Fastigheter has signed an LOI with another undisclosed institutional investor. The LOI concerns a total of 681 apartments. 264 are under management with an area of 17,234 sqm in Gothenburg, Ale and Vänersborg, and 417 apartments are under construction with an area of 24,843 sqm in Gothenburg and Ale.",,,,Catella,,,,,"K-Fastigheter säljer för 1,9 mdr till institutionell investerare",
,Sweden,2025-06-05,MKB,Skanska,Malmö,Building rights,,,,,,23,-,-,MKB has acquired two land plots from Skanska in the upcoming residential are Gottorp in Bunkeflostrand. The acquisition includes building rights for c. 70-80 homes and premises for city centre activities. Construction is expected to start in the winter of 2026/2027.,,,,Svefa,,,,,MKB förvärvar mark från Skanska i Gottorp,
,Sweden,2025-06-04,FlexFast,MTA Credit,Norrköping,Industrial,,,,,,-,"4,400",-,"FlexFast has signed an agreement with MTA Credit to acquire the industrial property Estland 1 in Norrköping. Total lettable areais c. 4,400 sqm and the plot are is c, 15,900 sqm. The asset is primarily leased to SLS Kyla Värme och Energi AB.",,,,,,,,,Flexfast förvärvar i Norrköping,
,Sweden,2025-06-04,Tungel Fastigheter,Corem,Täby,Office,Industrial,,,,,-,"3,900",-,"Tungel Fastigheter has acquired an office and warehouse property in Arninge from Corem. The property comprises 3,900 sqm of lettable area. ",,,,Helax Capital Markets,,,,,Tungel köper från Corem i Arninge,
,Sweden,2025-06-04,Vantage Data Centers,A local forestry company,Tierp,Land,,,,,,-,"4,000,000",-,"Vantage Data Centers has acquired 400 hectares of land on Tierp. The land will be used for a large scale data centre, pending a detailed zoning process. ",,,,,,,,,Planerar jättelikt datacenter i Tierp,
,Sweden,2025-06-03,Rikshem,Besqab,Uppsala,Residential,,,,,,263,"6,500","40,462",Besqab has signed an agreement with Rikshem regarding the sale of three residential properties in Uppsala. The properties comprises 127 rental apartments. The buildings were completed in 2023 and were built with investment support.,,,,,,,,,Besqab säljer till Rikshem för kvarts miljard,
,Sweden,2025-06-03,Sveafastigheter,Mirmor,Stockholm,Residential,,,,,,230,"11,000","20,909","Sveafastigheter is acquiring two residential properties in Sätra and Bredäng. The properties comprise a total of approximately 11,000 sqm of lettable area, divided into 137 apartments. The annual rental value amounts to c. SEK 16.2M.",,,,Tango,,,,,Sveafastigheter köper 137 bostäder i Sätra och Bredäng,
,Sweden,2025-06-02,Grannstaden,Standard Gruppen i Umeå,Umeå,Residential,,,,,,-,"8,100",-,"Grannstaden acquires 156 apartments in central Umeå from Standard Gruppen i Umeå. The properties have an area of c. 8,100 sqm and were constructed between 2014 and 2016.",,,,,,,,,Nya Grannstaden förvärvar i Umeå,
,Sweden,2025-06-02,Lidéns fastigheter,Hackmark Linköping,Linköping,Industrial,,,,,,-,"2,000",-,"Lidéns hsa acquired the property Nöjeslivet 1 in Linköping. It consists of 2,000 sqm with a long triple net lease. The tenant is LTF, who deals with skin care and medical technology.",,,,,,,,,Lidéns förvärvar Nöjeslivet 1 i Linköping,
,Sweden,2025-06-02,Delcore Fastigheter,Niam,Huddinge,Retail,Public use,,,,,-,"12,500",-,Niam has sold two fully leased properties in Flemingsberg to Delcore Fastigheter. The properties consist of an ICA Maxi store and a municipal sports hall. Price is not disclosed.,,,,Savills,,,,,Niam säljer till Delcore i Flemingsberg,
,Sweden,2025-06-02,Öresunds Industrihus,Two local actors,Helsingborg,Light industrial ,,,,,,-,"6,000",-,"Öresunds Industrihus has acquired two partially leased industrial properties in Helsingborg, one  in Berga Industriområde and the other in Väla Södra. The properties have a total lettable area of 6,000 sqm and 15,000 sqm of land. ",,,,,,,,,Öresunds Industrihus köper två i Helsingborg,
,Sweden,2025-05-30,"OTPP, Gordion",SBB,"Sollentuna, Nacka",Residential,,,,,,"1,179","20,508","57,490","SBB has signed an agreement with OTPP to divest four residential properties in Sollentuna and Nacka. OTPP made the purchase together with Gordion. The underlying property value of SEK 1,179M is a 2% below SBB's valuation. It comprises a total of 426 apartments with annual rental income of SEK 65M.",,,,,,,,,"SBB säljer för 1,2 miljarder",
,Sweden,2025-05-30,Hub Park,Platzer,Gothenburg,Building rights,,,,,,40,"16,000","2,500","Platzer has the project property Högsbo 55:11 in Södra Änggården, Gothenburg, to Hub Park. The property includes building rights for a 16,000 sqm parking facility.",,,,,,,,,Platzer säljer projektfastighet i Göteborg till Hub Park,
,Sweden,2025-05-28,Axfast,SEB Trygg Liv,Stockholm,Retail,,,,,,967,"6,800","142,206","Axfast has acquired the property Tranhuvudet 8 at Kungsgatan 44, adjacent to Hötorget in Stockholm, from SEB Trygg Liv. The property includes Kungshallen, featuring restaurants over two floors, and comprises 6,800 sqm, with some vacant space. ",,,,,,,,,Axfast förvärvar Tranhuvudet 8 vid Hötorget,
,Sweden,2025-05-28,Landia,Trophi,Värmdö,Retail,,,,,,-,"1,610",-,"Trophi has sold a property on Värmdö to Landia. The property comprises approximately 1,610 sq m and is fully leased to Coop, with a remaining lease term of three years.",,,,,,,,,Trophi säljer litet på Värmdö,
,Sweden,2025-05-27,Nivika Fastigheter,Connecting Capital,Ulricehamn,Industrial,,,,,,123,"8,300","14,819",Nivika Fastigheter has acquired the Rönnehagen 2 property in Ulricehamn from Connecting Capital in an off-market deal.Annuam rental income amounts to c. SEK 8.4M. ,,,,,,,,,Nivika förvärvar i Ulricehamn från Connecting Capital,
,Sweden,2025-05-27,K2A,Akademiska Hus,Lund,Building rights,,,,,,138,-,-,"K2A has acquired 15,000 sqm of undeveloped land and building rights for c. 25,000 sqm from Akademiska Hus in Lund for SEK 138M. K2A plans for 600 homes for students and researchers.",,,,Nordanö,,,,,Akademiska Hus säljer i Lund till K2A för 138 mkr,
,Sweden,2025-05-26,Nordiqus,Diös,Borlänge,Public use,,,,,,706,"13,300","53,083","Nordiqus has acquired the newly developed Dalarna University campus property in Borlänge from Diös. The 13,300 sqm education facility is fully leased to the university under a long-term lease until 2039, generating around SEK 40M in annual rent.",,,,,,,,,Nordiqus köper nya Dalarna högskola från Diös för 706 mkr,
,Sweden,2025-05-26,Turbinen,-,Haninge,Industrial,,,,,,-,"3,800",-,Turbinen has acquired an industrial property in Jordbro Företagspark. The property is adjacent to their Volvo facility and is fully leased to five different parties. Annual rental value is c. SEK 9M.,,,,,,,,,Turbinen förvärvar industrifastighet i Jordbro,
,Sweden,2025-05-26,"BoKlok, LICA Fastigheter, Svanberg & Sjögren Bygg",Besqab,Vallentuna,Building rights,,,,,,100,-,-,"Besqab has sold development rights for around 90 residential units in Ormsta, Vallentuna, to three different buyers for a total of SEK 100M. The buyers will take over the properties gradually during May and June 2025.",,,,,,,,,Besqab säljer i Vallentuna i splittrad affär,
,Sweden,2025-05-26,Klövern,Vincero Fastigheter,Stockholm,Office,,,,,,-,-,-,"Vincero Fastigheter has sold two office properties in Örnsberg, Stockholm, to Klövern. The assets include a development potential for approximately 270 residential units. The buildings are currently leased to commercial tenants and the detailed development plan is expected to be adopted in Q4 2025.",,,,Tango,,,,,Vincero säljer till Klövern i Örnsberg,
,Sweden,2025-05-23,JM,Vasakronan,Uppsala,Building rights,,,,,,475,-,-,Vasakronan has sold part of the Hugin block (Kungsängen 16:6) in Uppsala to JM. The transaction includes building rights for c.400 residential units that will be built in the part of Södra City closest to the Fyrisån river. Construction is expected to start in Q4 2026.,,,,NorthCap,,,,,Vasakronan säljer byggrätter till JM i Uppsala,
,Sweden,2025-05-23,Ikea/Ingka,AMF Fastigheter,Stockholm,Retail,,,,,,460,"7,400","62,162","Ikea/Ingka is buying, from AMF Fastigheter, its share of Urban Escape/Gallerian where it is a tenant. In total, it concerns 7,400 sqm. The new 3D leasehold is among the first of its kind in Sweden.",,,,,,,,,Ikea köper loss av AMF Fastigheter i city,
,Sweden,2025-05-22,"Christian Carping, Gustav Carping",Handelsbröderna,Örebro,Logistics,,,,,,-,"3,149",-,"Handelsbröderna has sold the property Ånsta 20:166 on Åbyvägen 10 in Örebro to Christian and Gustaf Carping, who also acquired the operating wholesale business Bra Gross Sverige AB. The property comprises a lettable area of 3,149 sqm on a 2.2 hectares plot, with building rights for future development potential.",,,,,,,,,Handelsbröderna avyttrar i Örebro,
,Sweden,2025-05-21,SHF,Niam,Burlövs,Retail,,,,,,929,"48,000","19,344","Svenska Handelsfastigheter is acquiring the Bernstorp retail area in Burlöv from Niam for SEK 928.5M, with a fully let 48,000 sqm space and building rights for 3,000 sqm. Estimated yield is 6.2% and annual rental income amounts to c. SEK 74M.",,6%,,,,,,,SHF köper stora Bernstorp från Niam,
,Sweden,2025-05-21,Logistea,Apollo Global Management,Vansbro,Logistics,,,,,,433,"36,652","11,814","Logistea has signed an agreement to acquire a modern 36,652 sqm logistics property in Vansbro from Apollo-backed RE NL Vansbro 1 AB for SEK 433M. The fully leased asset is used by Lyko as its Nordic central warehouse. Remaining lease term is 19 years and annual rental income is SEK 34.1M. IM 2025 yield was 7.9%,",,,,"CBRE, Obligo",,,,,Logistea köper Lykofastighet för 430 miljoner,
,Sweden,2025-05-21,Nystad,-,Täby,Public use,,,,,,-,"10,000",-,"Nystad has acquired a property in Täby Park and immediately begun construction of a 10,000 sqm school complex consisting of a primary school, preschool, and sports hall. Byängsskolan has signed a 15-year lease and plans to welcome its first students in early 2027.",,,,,,,,,Nystad köper och börjar direkt bygga 10.000 kvm skola,
,Sweden,2025-05-16,Sefab,Besqab,Nacka,Public use,,,,,,200,-,-,"Besqab is selling a newly built nursing home in Nacka to Sefab for SEK 200M. The property was developed in 2018 and features private units, shared amenities and outdoor spaces.",,,,Hedman Modée & Partners,,,,,Besqab säljer vårdboende i Nacka,
,Sweden,2025-05-16,Prisma Properties,Corem,Norrköping,Retail,,,,,,20,-,-,"Prisma Properties has acquired the Malmen 8 property in Norrköping from Corem for approximately SEK 20M. The property is fully leased to MAX, Pizza Hut, and Preem, with a total annual rent of c. SEK 1.2M and a wault of 5.5 years.",,,,,,,,,Liten Max-affär när Prisma köper från Corem,
,Sweden,2025-05-16,Lansa Fastigheter,Bräcke Diakoni,Gothenburg,Residential,,,,,,-,-,-,"Lansa Fastigheter is acquiring 88 rental apartments across three buildings and a development right in Gothenburg from Bräcke Diakoni, with plans to gradually expand the partnership to enable c. 400 additional units.",,,,,,,,,Lansa förvärvar 88 bostäder – med större planer,
,Sweden,2025-05-15,Areim,KeyFast ,Härryda,Logistics,,,,,,-,"2,741",-,"Areim has acquired a 2,741 sqm logistics property in Bårhult, Landvetter from KeyFast AB. The property, built in 2020, includes a high-ceiling warehouse and office space, located along Highway 40 between Gothenburg and Borås.",,,,Kommersiella Fastigheter,,,,,Areim gör mindre köp vid Landvetter,
,Sweden,2025-05-14,Jutabo,Mölndala Fastigheter,Mölndal ,Building rights,,,,,,-,-,-,"Jutabo has acquired development rights from Mölndala Fastighets AB to build 38 tenant-owned apartments in the Forsåker urban development area in Mölndal, south of Gothenburg. Construction is expected to complete around 2027–2028.",,,,,,,,,Jutabo köper och bygger nytt i Forsåker,
,Sweden,2025-05-12,Art-Invest Real Estate,"Åke Sundvall, Obos",Järfälla,Residential,,,,,,-,"10,000",-,"Art-Invest Real Estate has acquired three newly built residential buildings in Barkarby from Åke Sundvall and OBOS. The buildings total 10,000 sqm and 158 apartments, including an LSS residence with six apartments. This is Art-Invest’s second major acquisition in Barkarbystaden, following its purchase of the Barkarby Outlet in 2024.",,,,,,,,,Art-Invest köper 158 lägenheter i Barkarby,
,Sweden,2025-05-12,Romarriken Holding AB,Betonova Fastigheter,Härryda,Retail,,,,,,-,"1,620",-,"Romarriken Holding AB has acquired a 1,620 sqm fully leased property in central Hindås from Betonova Fastigheter. The asset, which houses an ICA grocery store and community functions, serves as a key service hub in the area. The deal marks Romarriken’s first acquisition in Hindås.",,,,,,,,,Romarriken köper Ica-fastighet av Betonova,
,Sweden,2025-05-09,Willhem,K-Fastigheter,Gothenburg,Residential,,,,,,875,"16,895","51,790","Willhem has acquired two newly built residential properties in Björkekärr, Gothenburg, from K-Fastigheter for SEK 875M. The deal includes 294 apartments, a commercial unit, and 183 parking spaces across a lettable area of 16,895 sqm.",,,,Catella,,,,,Willhem köper för 875 mkr i Göteborg,
,Sweden,2025-05-07,"Bahnhof Cowork, Jonas Cederqvist, Mikael Agnehus",Balder,Skövde,Office,,,,,,-,"2,600",-,"Balder has sold the Smeden 5 property in Skövde to Bahnhof Cowork and two private investors. The 2,600 sqm building, formerly occupied by Arbetsförmedlingen, will undergo extensive renovation. While the sale price remains undisclosed, it is reported to be significant. The project is expected to be completed with tenant move-in by early 2026.",,,,,,,,,Balder sålt i Skövde till coworkingaktör,
,Sweden,2025-05-07,SLP,Astoria Fastigheter,Falkenberg,Logistics,,,,,,430,"38,000","11,316","SLP has acquired a logistics property in Falkenberg from Astoria Fastigheter. A building of just over 38,000 sqm will be constructed. A 12-year lease agreement for the entire building has been signed with Speed Logistics. Annual rental value amounts to c. SEK 28M. Completion and tenant move-in are expected in Q2 2026.",,,,,,,,,SLP förvärvar för 430 mkr i Falkenberg,
,Sweden,2025-05-07,Skåneporten Sverige AB,-,Trelleborg,Retail,,,,,,-,-,-,Skåneporten Sverige AB has acquired the Karbinen 4 retail property in central Trelleborg. The site is currently leased to a restaurant and a retail tenant.,,,,,,,,,Skåneporten förvärvar mindre fastighet i Trelleborg,
,Sweden,2025-05-06,Atlas Industrihus AB,Marcussons Property AB,Linköping,Industrial,,,,,,-,"1,887",-,"Atlas Industrihus has acquired the industrial property Östra Malmskogen 1:44 in Linköping from Marcussons Property AB. The 1,887 sqm property is fully let to Zeppelin Cat and GDL Anläggning & Miljö AB, and sits on a 15,700 sqm plot with c. 4,000 sqm expansion potential.",,,,,,,,,Atlas Industrihus förvärvat i Linköping,
,Sweden,2025-05-06,Wåhlin Fastigheter,-,Stockholm,Residential,,,,,,-,"2,961",-,"Wåhlin Fastigheter has acquired the residential property Grönsö 1 in Farsta, Stockholm, comprising 39 apartments, one commercial space, and garages. The 2,961 sqm property was built in 1958.",,,,JLL,,,,,Wåhlin köper bostadshus i Farsta,
,Sweden,2025-05-06,Hammarviken,-,Mölndal,Retail,,,,,,-,"3,550",-,"Hammarviken has acquired two modern commercial properties totaling 3,550 sqm, divided into 2,260 sqm and 1,290 sqm. The buildings, constructed in 2017, are fully leased to Mekonomen and Snabbgross.",,,,Croisette,,,,,Hammarviken köper två fastigheter i Mölndal,
,Sweden,2025-05-05,NREP,Sehlhall Fastigheter,Various,Public use,,,,,,-,-,-,"Nrep has become a strategic partner and investor in Sehlhall Fastigheter to scale its elder care real estate platform. The goal is to increase development from 2 to 8 projects annually, with a target volume of SEK 8 billion over five years. Nrep will gradually become majority owner via its fund NSF V, while existing owners remain invested.",,,,,,,,,Nrep investerar i Sehlhall – snabbar på projekt för 8 miljarder,
,Sweden,2025-05-05,RO Properties,Brandkåren Attunda,Sigtuna,Public use,,,,,,-,-,-,"RO Properties has acquired a property, formerly home to Attunda Fire Station in Sigtuna, with the intention of developing a new residential block for elderly and special-purpose housing. Zoning work is expected to begin in late 2025, with construction planned for 2028. Although the final price is undisclosed, a prior bid of SEK 35 million was submitted by RO Properties.",,,,,,,,,RO Properties köper Attunda Brandstation,
,Sweden,2025-05-05,KAB Fastigheter,L-Å Eveberg Fastighetsutveckling,Partille,Retail,Office,,,,,-,-,-,"KAB Fastigheter has acquired a fully let center property in Sävedalen, Partille Municipality, from L-Å Eveberg Fastighetsutveckling AB. Major tenants include Västra Götalandsregionen and Triumfglass. ",,,,Panreal,,,,,KAB förvärvar Sävedalens torg,
,Sweden,2025-05-05,Stena Fastigheter,Källfelt Byggnads AB,"Gothenburg, Stockholm",Commercial,Residential,,,,,-,-,-,"Stena Fastigheter has acquired Källfelt Byggnads AB. The acquisition includes a total of 1,350 residential units and 68,000 sqm of commercial space, including offices, shops and other businesses. The properties are primarily lcoated in Stockholm and Gothenburg. ",,,,,,,,,Stena förvärvar anrika Källfelt med 1.350 bostäder,
,Sweden,2025-05-05,Ramsbury,Stiftelsen Viktor Rydbergs skolor,"Stockholm, Danderyd",Public use,,,,,,-,"8,518",-,"Ramsbury has acquired three fully leased educational properties totaling 8,518 sqm from Stiftelsen Viktor Rydbergs. The properties are located in Jarlaplan, Vasastan, and Djursholm. Price details were not disclosed.",,,,,,,,,Ramsbury köpt tre i Stockholm,
,Sweden,2025-05-02,Ytterbygg AB,Fairford Group,Kungälv,Industrial,,,,,,-,"2,500",-,"Ytterbygg AB has acquired two industrial/commercial properties in Rollsbo, Kungälv, from Fairford Group. The assets total 2,500 sqm and are primarily leased to Ergofast AB, which will remain as a tenant post-transaction.",,,,Tango,,,,,Ytterbygg köper två i Kungälv från Fairford,
,Sweden,2025-05-02,Hyresbostäder i Norrköping,Slättö,Norrköping,Residential,,,,,,174,-,-,Hyresbostäder i Norrköping has acquired the residential property Dansbanan 1 in Sandtorp from Slättö Sveaviken Bostad for an underlying property value of SEK 173.5 million. The deal includes 117 rental apartments across five buildings. ,,,,NorthCap,,,,,Hyresbostäder köper från Slättö Sveaviken,
,Sweden,2025-04-30,Trianon,Private owner,Malmö,Residential,,,,,,75,"2,077","36,110","Trianon has sold the residential property Onsjö 7 in Malmö, near Kronprinsen, to a private real estate owner. The property includes 40 apartments with a total lettable area of 2,077 sqm and generates annual rental income of SEK 3.8 million. ",,,,Catella,,,,,Trianon säljer bostadshus nära Kronprinsen,
,Sweden,2025-04-30,Storsala,Coeli,Stockholm,Industrial,,,,,,-,"1,058",-,"Storsala has acquired a property in Hagsätra, Stockholm, from Coeli Fastighet II. The property is currently an industrial site but is subject to an ongoing zoning plan aimed at enabling the construction of around 65 sustainable rental apartments with commercial premises at street level.",,,,,,,,,Storsala förvärvar från Coeli i Hagsätra,
,Sweden,2025-04-30,EQT,Byggvesta,Huddinge,Residential,,,,,,-,-,-,EQT has purchased the second phase of a planned residential area in Flemingsberg from Byggvesta. The new agreement involves 388 homes. Total investment amounts to SEK 1.6B. ,Initial yield for the first one is around 5.3%,,,,,,,,EQT köper etapp två i Flemingsberg,
,Sweden,2025-04-30,K-Fast Klien,K-Fastigheter,"Gävle, Uppsala",Residential,,,,,,"1,036",-,-,"K-Fast Kilen (51% K-Fastigheter, 49% Kilenkrysset) is acquiring a residential portfolio in Gävle and Uppsala from K-Fastigheter, comprising 288 units in management, 133 under construction, 176 with permits, and 242 in planning. Agreed property value of SEK 700M for completed investment properties and costs incurred for properties under construction corresponding to SEK 336M. ",,,,,,,,,K-Fast Kilen köper i Gävle och Uppsala,
,Sweden,2025-04-30,Riksbyggen,"City of Helsingborg, 3Hus",Helsingborg,Residential,,,,,,-,-,-,"riksbyggen has acquired a property in the Råa area of Helsingborg. The acquisition includes both land from the City of Helsingborg and a completed building plan from 3Hus. The new housing project will consist of 43 apartments, of which 8 are townhouses, distributed over 3 building blocks. ",,,,Croisette,,,,,Riksbyggen förvärvar mindre fastighet i Helsingborg,
,Sweden,2025-04-29,Hines,Magnolia Bostad,Stockholm,Residential,,,,,,-,-,-,"Hines has acquired its first residential property in Sweden by signing a forward funding agreement with Magnolia Bostad for 310 rental apartments in Kista, Stockholm.",They have been trying to sell this for 18 months. Expectations from Magnolia was around 5% yield with 5% forward funding rate. Assumed that Hines bought for cheaper than that. ,,,Colliers,Yes,,,,Hines slår till med premiärköp av bostäder – i Kista,
,Sweden,2025-04-29,Klövern,Next Step Group,Gothenburg,Residential,,,,,,-,-,-,"Klövern is acquiring two properties in Wendelstrand, and receives building rights for c. 200 homes with sales planned to start after the summer. ",,,,,,,,,Klövern gör vattennära köp i Göteborg,
,Sweden,2025-04-29,Vendus,Steiner Fastigheter,Stenungsund,Retail,,,,,,-,"4,100",-,"Vendus has acquired a convenience store property in Stora Höga in Stenungsund from Steiner Fastigheter. Total lettable area amounts to c. 4,100 sqm and the largest tenant is Hemköp. Remaining contract length is c. 7 years. ",,,,Panreal,,,,,Vendus förvärvar från Steiner Fastigheter,
 ,Sweden,2025-04-28,Revelop,Hemsö,"Huddinge, Ekerö, Järfalla",Public use,,,,,,-,"8,000",-,"Revelop acquires a portfolio of three community properties in Greater Stockholm from Hemsö. The properties have a total lettable area of 8,000 sqm with mainly healthcare centers as tenants. The occupancy rate is 95%. ",,,,,,,,,Revelop förvärvar från Hemsö,
,Sweden,2025-04-28,Institutional buyer,"Active Fastighet, Tarnhelm Fastighet",Västerås,Industrial,,,,,,-,"12,000",-,"Active and Tarnhelm, via a joint venture, are selling Irsta Företagspark to an institutional buyer. The park comprises c. 12,000 sqm of premises and 36,000 sqm of land. ",,,,,,,,,Active och Tarnhelm säljer Irsta Företagspark,
,Sweden,2025-04-28,Capman,EcoDataCenter,"Stockholm, Piteå",Data center,,,,,,-,-,-,"Capman Infra's data center platform, soon to be launched under the name of Kolo DC, has agreed to acquire two data centers in Stockholm and one in Piteå from EcoDataCenter. These facilities offer Tier 3 redundancy, high security, state-of-the-art infrastructure and a clientele of reputable companies.",,,,,,,,,Capman köper tre datacenter i Sverige,
,Sweden,2025-04-24,Fastighetsförädlarna i Mälardalen AB,-,Stockholm,Retail,,,,,,50,-,-,"Sätra Centrum was sold at an executive auction for SEK 50M to Fastighetsföräadlarna i Mälardalen AB. The company, which was one of the creditors of the bankrupt company that owned the property, now intends to renovate the asset. 
",,,,,,,,,Sätra Centrum sålt på auktion,
,Sweden,2025-04-24,Obos,Wallenstam,Härryda,Building rights,,,,,,90,-,-,"As part of the development of Mölnlycke Fabriker, Wallenstam is selling a property with building rights to Obos. The building rights include the possible construction of c. 120 homes. ",,,,,,,,,Wallenstam säljer byggrätter i Mölnlycke Fabriker till Obos,
,Sweden,2025-04-24,Vendus,Kronhallen Fastighet AB,Degerfors,Retail,,,,,,-,"3,500",-,"Vendus has acquired a property in central Degerfors from Kronhallen Fastighet AB. The property comprises 3,500 sqm of lettable area and has Ica as the largest tenant, accounting for 89% of rental value. The remaining contract period is 7 years. ",,,,,,,,,Vendus förvärvar livsmedelsfastighet i Degerfors,
,Sweden,2025-04-22,Eslöv Municipality,Cibus,Eslöv,Development,,,,,,12,900,"13,364",Cibus divested a former Coop grocery store to the Municipality of Eslöv for an underlying property value of EUR 1.1M. The Municipality is planning to use the property for urban development. ,,,,,,,,,"Cibus makes transactions in Sweden, Finland and Belgium",
,Sweden,2025-04-16,NP3,"Diös, Undisclosed seller","Gävle, Luleå",Industrial,,,,,,216,"23,400","9,231",NP3 has acquired four properties in three transactions primarily for industrial purposes. Annual rental value amounts to SEK 20.9M and the average occupancy rate is 87%. The average remaning term of existing leases amounts to 3 years. Two of the properties are located in Luleå and are being divested by Diös.,,,,,,,,,NP3 köper fyra fastigheter för 216 miljoner,
,Sweden,2025-04-16,Peritas,Diös,Sundsvall,Residential,,,,,,-,"4,630",-,Diös divested a residential property to Peritas. The property has an occupancy rate of 70% and a rental value of SEK 8.6M. ,,,,,,,,,Diös in business with Peritas for SEK 327 million,
,Sweden,2025-04-16,Diös,Peritas,Sundsvall,Office,Residential,,,,,-,"7,852",-,"Diös has acquired three properties in Sundsvall from Peritas, which consists of two offices and one real estate property. Lettable area amounts to 7,85 sqm, rental value amounts to SEK 19M and the occupancy rate is 97%. ",,,,,,,,,Diös i affärer med Peritas för 327 mkr,
