1,2,3,4,5,6,7,8,9,10,11,,,,,,,
,Finland,2025-06-17,Avara,HUS,Helsinki,Residential,-,-,-,"HUS has signed an LOI with Avara to potentially sell its Niemenmäki housing portfolio, comprising 424 staff apartments in western Helsinki. As part of the agreement, the future owner must commit to offering at least 400 units within 30 minutes of the Meilahti hospital for continued staff housing use.",,,,,,,
,Finland,2025-06-12,"VR Eläkesäätiö, Industrial Union",Noste.io,Vantaa,Light industrial,-,-,-,"The Vehkala Growth Lab, developed by Noste.io and built by Tekova, has been completed and acquired by VR Eläkesäätiö and the Industrial Union. The property is leased to Revenio Group Plc and ALS Finland.",,,,,,,
,Finland,2025-06-10,"Apollo, Avant Capital Partners",Kojamo,Various,Residential,242,-,-,"Kojamo Oyj has agreed to sell a portfolio of 1,944 rental apartments spread across eight Finnish cities to Apollo and Avant Capital Partners for EUR 242M. The transaction includes 44 residential properties across eight cities. Annual revenue is c. EUR 21M.",,,,,,,
,Finland,2025-06-09,Nordiqus,Sievi Hyvinvointitilat,"Nurmijärvi, Järvenpää",Public use,7,"2,000","3,475","Nordiqus has acquired two preschools from Sievi Hyvinvointitilat. The properties have a total lettable area of c. 2,000 sqm with capacity for just over 200 children. Both properties are fully leased to Peikkometsä Liikuntapäiväkoti on pure triple-net agreements, with a WAULT of c. 19.5 years and an annual rental value of EUR 500K. The Nurmijärvi preschool was completed in 2023, while the Träskända building is expected to be completed in July 2025.",,,,,,,
,Finland,2025-06-09,Logian,TKU-Rakennus Oy,Raisio,Logistics,-,"15,000",-,"Logian has agreed to purchase a logistics and production facility of approximately 15,000 sqm from TKU-Rakennus Oy in Raisio, Finland. The property, located along the Turku bypass road, will be constructed immediately and is expected to be completed by summer 2026. It has been leased under a long-term rental agreement to a large international company in the electrical and automation industry.",,,,,,,
,Finland,2025-06-05,Aedifica,-,Various,Public use,38,-,-,"Aedifica has acquired a portfolio of six modern care properties across Finland for c. EUR 37.5M, with an initial yield over 6%. The portfolio includes three elderyly care homes and three group homes for people with intellectual disabilities, with a total of 233 residential spaces. The assets are operated by Attendo, Ikifit and Mehiläinen. ",,,,,,,
,Finland,2025-06-04,UrbanLight,-,Tuusula,Light industrial,-,"4,000",-,"UrbanLight, a joint venture by Alma Property Partners and Alea Partners acquires a property with workshop and warehouse space. The 4,000 sqm property sits on a 36,000 sqm plot and was completed in 2020. ",,,,,,,
,Finland,2025-06-03,Logistea,eQ,Hämeenlinna,Logistics,25,"21,300","1,174",Logistea is purchasing a light industrial property in the MORE business area in Hämeenlinna. Annual rental income is c. EUR 2.05M and the lease agreement has c. 10 years remaining. The property is fully leased to Faerch Finland Oy.,,,,,,,
,Finland,2025-06-03,-,UB Pohjoismaiset Liikekiinteistöt,Vantaa,Logistics,13,-,-,"The special investment fund UB Pohjoismaiset Liikekiinteistöt has sold a plot of land zoned for industrial or logistics use in Vantaa, near the intersection of Ring Road III and Tuusulanväylä.",,,,,,,
,Finland,2025-06-03,"Aktiivtilat, Keva",Ilmarinen,Vantaa,Logistics,-,"11,242",-,"A joint investment company of Aktiivtilat and Keva is purchasing a property located at Tikkurilantie 140 in Vantaa from Ilmarinen. The property has two separate logistics buildings. One of the buildings will be vacated at the end of the year, and the other is rented for food production.",,,,,,,
,Finland,2025-06-03,Balder Finland,Hartela,Oulu,Mixed use,-,"2,500",-,"Hartela has sold the Local Service Center Karjasillan Verstaan in Oulu to Balder Finland. The commercial property was completed in May 2025 and its tenants include Kesko, Fitness24seven and the Finnish Construction Federation. ",,,,,,,
,Finland,2025-06-03,Balder Finland ,Evli,"Industrial, Logistics",Mixed use,-,"25,000",-,"Evli Fund Management Company has sold a portfolio consisting of seven warehouse and production properties to Balder Finland. The properties have a leasable area of ​​approximately 25,000 sqm, and they are located in Oulu, Pirkanmaa, Seinäjoki and Kuopio. Anchor tenants include global players such as Bosch Rexroth, Ahlsell and Dahl, as well as domestic companies such as Sukkamestarit, Tammermatic and Screentec.",,,,,,,
,Finland,2025-06-03,Etson Holding,Sponda,Espoo,Office,-,"2,000",-,"Etson Holding has purchased a vacant office property located at Kappelikuja 4 in Niittykumpu, Espoo, from Sponda. The property has an area of ​​approximately 2,000 square meters. The buyers intend to transform the vacant premises into a destination that brings together electric bikes, travel and active lifestyle brands.",,,,,,,
,Finland,2025-05-30,PPI,-,Helsinki,Public use,63,"13,520","4,660","PPI has acquired two healthcare and community service properties in the Tikkurila district of Helsinki. The buildings, constructed in 2019 and 2021, span 13,520 sqm and are fully leased. One property is a specialist hospital with a 12-year lease to Mehiläinen. The other is a mixed-use property with tenants including Vantaa City, Forenom, Nordea, Terveystalo, and Kesko. The total annual gross rental income is approximately EUR 5.8M.",,,,,,,
,Finland,2025-05-27,Helkama-Kiinteistöt,BRAND toimitilat,Tampere,"Industrial, office",-,"2,300",-,"Helkama-Kiinteistöt, has acquired a 2,300 sqm production and office property in Tampere’s Vehmaiset district from BRAND toimitilat Oy. Completed in 2024, the property is fully leased to Adwatec Oy, a company specializing in liquid cooling systems for power electronics. ",,,,,,,
,Finland,2025-05-22,Nordica,Evli,"Porvoo, Kotka",Retail,-,"8,000",-,Evli’s development fund has sold two fully leased discount retail properties in Porvoo and Kotka. The tenants are under long-term contracts.,,,,,,,
,Finland,2025-05-22,Satakunnan hyvinvointialue,City of Pori,Pori,Public use,36.5,-,-,"The City of Pori and the Satakunta Welfare Region have negotiated an LOI preparing the sale of the city hospital. The welfare district, which operates as a tenant, would purchase the city hospital from the city for EUR 36.5M.",,,,,,,
,Finland,2025-05-20,-,SOK,Helsinki,"Public use, hotel",-,"5,000",-,"SOK has sold the property complex in Jollas, Helsinki, which previously operated as the Jollas Institute and a hotel. The site includes over 40,000 sqm of land, buildings totaling more than 5,000 sqm, unused building rights, a private shoreline, and its own island.",,,,,,,
,Finland,2025-05-15,Suomen Hallikiinteistöt I Oy,Conficap Oy,Espoo,Logistics,-,"8,100",-,"Suomen Hallikiinteistöt I Oy, backed by Keva and Aktiivitilat, has acquired an 8,100 sqm logistics and industrial property in Kiviruukki, Espoo from Conficap Oy. The building, originally constructed in 1971 and 1982, features a mix of warehousing, wholesale, and service spaces, and is intended to remain in industrial use, with future value potential from zoning changes.",,,,,,,
,Finland,2025-05-13,Plus Hoivakodit Oy,HUS,Porvoo,Hospital,0.4,"7,300",52,"Plus Hoivakodit Oy, a JV between NREP and Plus Hoivakiinteistö, has acquired the Porvoo Hospital site for EUR 380K, outbidding the City of Porvoo. The 7,300 sqm plot will be investigated for redevelopment into a modern nursing home.",,,,,,,
,Finland,2025-05-13,City of Vantaa,YIT,Vantaa,Land,2.5,"13,600",184,"The City of Vantaa is acquiring three undeveloped plots from YIT in the Veromies district for EUR 2.5 million, adding 13,600 sqm of building rights to its land reserve. The plots have remained unused since being sold to YIT in 2000.  The city is planning, among other things, the Muura Park Bridge. ",,,,,,,
,Finland,2025-05-13,Finedge Real Estate and Data Centre Oy,City of Lohja,Lohja,Land,1.8,"217,400",8,"The City of Lohja has sold the data center block area to Finedge Real Estate and Data Centre Oy, a subsidiary of Hyperco Oy. Hyperco confirmed that they currently have no negotiations or agreements with TikTok regarding the Lohja project.",,,,,,,
,Finland,2025-05-13,Regant Oy,City  of Salo,Salo,Land,-,"70,000",-,"The City of Salo has approved a preliminary agreement to sell 7 hectares of industrial land in the Kärkä area to Regant Oy. The purchase price is 50 euros per square meter of floor space, depending on the number of square meters of floor space to be implemented, with a minimum price of EUR 2.5M.  The final sale is contingent on conditions such as building permits and is expected to close within six months.",,,,,,,
,Finland,2025-05-08,Northern Horizon,eQ Community Properties,"Espoo, Lahti",Public Use,-,"3,500",-,"Northern Horizon has acquired two fully leased healthcare properties in Espoo and Lahti, Finland, from eQ Community Properties Fund. The 3,500 sqm portfolio is the first acquisition for Northern Horizon’s new Aged Care and Social Infrastructure Fund. Both properties are operated by Attendo under long-term, inflation-indexed leases.",,,,,,,
,Finland,2025-05-07,JM,-,Espoo,Building Rights,9.1,-,-,"JM has acquired residential building rights in Hannusranta, Espoo, in a transaction valued at SEK 99 million. The deal includes 190 units acquired directly and 290 through a joint arrangement with another buyer. The site has an approved zoning plan and will allow for the development of 480 homes, with construction expected to start in Q2 2026.",,,,,,,
,Finland,2025-05-06,Nordisk Renting,City of Tampere,Tampere,Public Use,43.0,"13,467","3,193","Nordisk Renting has acquired the Tipotie Social and Healthcare Centre (13,467 sqm) in Tampere from the City of Tampere, following a public tender. The building is fully leased to the Wellbeing Services County of Pirkanmaa under a 20-year lease.",,,,,,,
,Finland,2025-05-06,Suomen Hallikiinteistöt Ky,-,Kerava,Logistics,-,"4,800",-,"Aktiivitilat, via its joint venture with Keva (Suomen Hallikiinteistöt Ky), has completed its second investment by acquiring a 4,800 sqm logistics property at Terästie 13 in the Ahjo area of Kerava.",,,,,,,
,Finland,2025-04-29,Suomen Hallikiinteistöt Ky,Private owners,Tuusula,Industrial,-,"1,500",-,"Suomen Hallikiinteistöt Ky, the joint investment platform of Keva and Aktiivitilat, has made its first acquisition by purchasing a 1,500 sqm industrial property in Tuusula’s Jussla area. The asset is fully leased to a single tenant. The seller is a privately held property company. ",,,,,,,
,Finland,2025-04-29,Turun Osuuskauppa,SOK,Raisio,Retail,-,-,-,Turun Osuuskauppa has acquired full ownership of Kauppakeskus Mylly in Raisio by purchasing the 50% stake previously owned by SOK. The two cooperative groups had jointly owned the centre through Kauppakeskus Mylly Oy since its establishment in 2001. ,,,,,,,
,Finland,2025-04-28,Public Property Invest ASA (PPI),HGR Property Partners,Espoo,Public use,79.0,"15,700","5,032","PPI has acquired a life science property under development in Otaniemi university campus area in Espoo. The property will be completed by the end of 2026. The total lettable area will be c. 15,700 sqm and it is fully pre-let on long-term lease agreements with an average unexpired leased term of over 10 years. Annual net operating income at completion is estimated to be c. EUR 4.9M. ",,,,,,,
,Finland,2025-04-16,Cibus Nordic Real Estate,Grocery Store Chain,Iisalmi,Retail,4.7,"2,500","1,880","A sale-and-leaseback transaction with a major grocery chain in Iisalmi. The property has a lettable area of c. 2,500 sqm and is fully leased on an 18-year lease agreement without break options. ",,,,,,,
,Finland,2025-04-15,-,Okartek,Kaarina,Industrial,-,"9,500",-,"Okartek sold its production and warehouse facilities in the Nummenniity industrial area in Kaarina. The facilities had a total area of 9,500 sqm, ",,,,,,,
,Finland,2025-04-11,"Tristan Capital Partners, Catella Asset Management",Heino Group Oy,Espoo,Logistics,-,"21,000",-,"EPISO 6, the joint venture between Tristan Capital Partners and Catella Asset Management has acquired a logistics centre in Espoo. The total leasable area is c. 21,000 sqm and has been leased entirely to Valio Aimo. ",,,,,,,
,Finland,2025-04-10,Logian,Governia Oy,Vantaa,Industrial,-,"10,000",-,"Logian, a joint venture between Mrec IM and Keva, has acquired an industrial and warehouse property of c. 10,000 sqm from the state-owned special purpose company Governia Oy. The property is located in Vantaa, right next to Helsinki-Vantaa airport. The purchase price is not disclosed. ",,,,,,,
,Finland,2025-04-10,HGR,Aalto University Campus & Real Estate (ACRE),Espoo,Public Use,-,"1,300",-,"HGR acquires a property in Otaniemi, Espoo from ACRE. The property is suitable for teaching, care or office use. The purchase price is not disclosed.",,,,,,,
,Finland,2025-04-08,Tahoma Oy,Sponda,Tampere,Office,-,"14,600",-,"Sponda has sold its office property in Tampere to Tahoma Oy. The property is situated next to the Nokia Arena and offers 14,600 sqm of leasable area. The purchase price has not been disclosed. ",,,,,,,
,Finland,2025-04-08,Cobbleyard,-,Helsinki,Office,-,"3,400",-,"Helsinki's Urban Environment Committee has dicussed the sale of the Uschakoff building on Pohjoisesplanadi to Cobbleyard. The office and commcercial building has a floor area of c. 3,400 sqm and is also known as the Kluuvi Government Office Building.",,,,,,,
,Finland,2025-04-03,Swiss Life Assset Managers,CBRE IM,Turku,Retail,-,-,-,"CBRE IM has sold the Skanssi shopping center in Turku to a fund managed by Swiss Life Asset Managers. The purchase price was not disclosed, however it is estimated to be in the range of EUR 90-100M. ",,,,,,,
,Finland,2025-04-03,Royal House Oy,Ovaro,Jyväskylä,Public use,1.1,"4,500",244,"Ovaro’s subsidiary, Jyväskylän Kukkulan Kehitys Oy, is selling part of the protected buildings located in the Kukkula area of Jyväskylä. Royal House Oy is purchasing three protected buildings from the company for a total sale price of €1.1 million. The combined floor area of the sold properties is approximately 4,500 square meters.",,,,,,,
,Finland,2025-04-03,VVT,Pohjola Insurance,Vantaa,Retail,-,"10,000",-,"VVT is acquiring a commercial property located at Nilsaksentie 2, in the Tammisto retail cluster of Vantaa. The seller in the transaction is Pohjola Insurance. The purchase price has not been disclosed. Most of the building’s 10,000 square meters is leased to Tokmanni.",,,,,,,
,Finland,2025-04-01,Avain Yhtiöt Oy,Veritas,Vantaa,Building rights,-,"43,000",-,"Avain Yhtiöt has purchased a plot of land in Vantaa's Aviapolis area on the corner of Tikkurilantie and Manttaalitie from pension insurance company Veritas. The purchase price is not disclosed. This is the largest single land acquisition in Avain Yhtiöt's history. The purchase concerns c. 43,000 sqm of building rights. ",,,,,,,
,Finland,2025-04-01,"Rakennustyö Salminen Oy, Stockpos Oy",Senaatti-kiinteistöt,Kuopio,Barracks Blocks,-,-,-,"Senaatti-kiinteistöt has sold the Kuopio barracks block area and its buildings to Rakennustyö Salminen Oy and its parent company, the property development company Stockpos Oy. The sold area is located in central Kuopio, on a plot between Puistokatu and Hatsalankatu. The area includes four protected barracks buildings and 4,760 square meters of new residential building rights.",,,,,,,
,Finland,2025-04-01,-,Ragde Eiendom AS ,"Espoo, Porvoo, Vaasa",Retail,-,"13,500",-,"Ragde Eiendom has sold a portfolio of three retail properties in Espoo, Porvoo and Vaasa. The properties have a combined leasable area of c. 13,500 sqm and have previously operated as Plantagen stores. Plantagen in Finland filed for bankruptcy las autumn.",,,,,,,
,Finland,2025-04-01,City of Helsinki,Sponda,Helsinki,Office,1.9,"4,500",422,"The City of Helsinki has purchased an office building from Sponda at Tallinnanaukio in Itäkeskus, a district in eastern Helsinki. The property is a five-story office and commercial building, completed in 1985, with a floor area of approximately 4,500 square meters.",,,,,,,
,Finland,2025-03-28,Niam,Ylva,Helsinki,"Hotel, Residential",-,"9,700",-,"Niam has puchased a newly built hotel and residential property in central Helsinki from Ylva. The hotel building houses Citybox's first hotel in Finland, with 178 rooms and a total lettable area of c. 7,200 sqm. The residential building offers 57 apartments and a total lettable area of 2,500 sqm. ",,,,,,,
,Finland,2025-03-18,Onvest,-,Helsinki,Industrial,-,-,-,"Onvest has sold two business premises. The properties are located in Koivuhaka, Vantaa, and in Herttoniemi, Helsinki. ",,,,,,,
,Finland,2025-03-12,A. Ahlström Properties,Avain Yhtiöt,Helsinki,Office,-,-,-,"A. Ahlström Properties acquired an office complex under construction in Central Pasila from Avain Yhtiöt. The area has previously been used as a railway yard. The office section offers office space for up to 450 employees. Construction began early 2025, and the office building is expectd to be completed by the end of 2026.",,,,,,,
,Finland,2025-03-11,"NREP, Plus Hoivakiinteistöt",-,Various,Public use,-,-,-,"NREP has entered into a strategic joint venture focused on the Finnish care home market with Plus Hoivakiinteistöt. The joint venture will cover development and operation of the homes, with EUR 400M allocated for investment over the next three years. The development of initial 11 care homes - valued at EUR 70M - is scheduled to begin this year. Negotiations are ongoing for more than EUR 100M worth of further projects. ",,,,,,,
,Finland,2025-03-10,Suohki,NCC,Espoo,Public use,82.2,"13,750","5,978","NCC is divesting the public properties project Cleantech Garden to Suohki, which is wholly owned by Infranode. The properties have a total lettable area of 13,750 sqm, with The City of Espoo as the largest tenant with a new school. The transaction was based on a property value of approximately SEK 900M. ",,,,,,,
,Finland,2025-03-07,Public Property Invest ASA (PPI),HGR Property Partners,Helsinki,Public use,27.5,"5,000","5,500","HGR Property Partners has sold a development project to PPI. The transaction covers a school and daycare property in Kruununhaka, Helsinki. The property has a lettable area of c. 5,000 sqm and is fully leased under long-term agreements.  The project involves extensive renovation and repurposing of an existing building in Kruununhaka, which will house a daycare for the City of Helsinki and a private school.",,,,,,,
,Finland,2025-02-18,Stendörren,Private seller,Vantaa,Light industrial,-,-,-,"Stendörren has purchased a light industrial property located at Martinkyläntie 52 in Varisto, Vantaa along with a property in Copenhagen. The purchase price of both properties amounted to SEK 92M with a total area of 10,500 sqm. ",,,,,,,
,Finland,2025-02-18,Kansallisholding Oy,City of Kristiinankaupunki,Kristiinankaupunki,Data center,-,"2,350,000",-,"Redeve Oy's subsidiary Kansallisholding Oy and the City of Kristiinankaupunki have signed a pre-reservation agreement for an area of approx. 235 hectares. After the pre-reservation agreement, the area will be zoned for data center use in coorporation with the city. The area will enable the construction of the largest, so-called hyperscale, data center. ",,,,,,,
,Finland,2025-02-14,Bolivo Bostad,-,Espoo,Residential,-,-,-,"Bolivo Bostad, in partnership with Altaal and Avant Capital Partners, has completed their first acquisition in Finland. The have acquired 142 rental apartments spread across three properties in Espoo. ",,,,,,,
,Finland,2025-02-12,Verne,Onvest,Vantaa,Data center,-,-,-,Verne has purchased an eight-hectare plot of land from Onvest with plans to increase the capacity of its data centre to 70 megawatts. ,,,,,,,
,Finland,2025-02-11,City of Porvoo,HUS,Porvoo,Public use,-,"7,300",-,"The City of Porvoo and HUS have negotiated the sale of the property in the Porvoo Hospital area. The property comprises of approx. 7,300 sqm land and includes buildings that are ready for demolition. The building rights on the plot are approx. 1,830 sqm. In the zoning plan the area is zoned for social services and healthcare buildings, and residential buildings. ",,,,,,,
,Finland,2025-02-05,Kesko,AMF Tjänstepension,Several,Retail,-,-,-,"AMF is selling its 33.3% stake in Mercada Oy to Kesko. Mercada owns 35 properties across Finland. The portfolio has a leasable area of c. 290,000 sqm, consisting mainly of grocery stores leased to Kesko and the shopping centers Karisma and Veturi. ",,,,,,,
,Finland,2025-02-04,HOK-Elanto,OP Bank Group,Several,Retail,-,"4,600",-,"OP Bank Group has sold two commercial properties to HOK-Elanto. The properties are located in Juvanmalmi, Espoo and Vuosaari, Helsinki. HOK-Elanto is the main user of both the properties. The property in Juvanmalmi has an area of c. 2,200 sqm and the property in Vuosaari has an area of c. 2,400 sqm. ",,,,,,,
,Finland,2025-01-28,Several,Pontos,Several,Logistics / Retail,n.a.,"23,000",n.a.,"Pontos Group has sold a total of four properties from its real estate portfolio. The total area of the divested properties was over 23,000 square meters and included logistics and commercial properties. The properties were located in various towns across Finland.The properties were sold one by one, mainly to domestic private investors.",,,,,No,,
,Finland,2025-01-23,Evli Logistiikkakiinteistöt,n.a.,Hämeenlinna,Light industrial,n.a.,"3,330",n.a.,"The special investment fund Evli Logistiikkakiinteistöt has acquired two industrial properties located in Hämeenlinna. This is a two-phase transaction, the first phase of which was completed in January of last year.",,,,,No,,
,Finland,2025-01-23,UB Asuntorahasto I Ky,n.a.,"Helsinki, Espoo and Kauniainen",Residential,n.a.,n.a.,n.a.,"UB Asuntorahasto I Ky has made its first investments. In January, the fund purchased a total of 38 apartments and 29 parking spaces in Helsinki, Espoo, and Kauniainen. The apartments are completed between 2017 and 2023, located in central areas along rail transport routes.",,,,,No,,
,Finland,2025-01-23,Jatke Länsi-Suomi,Kansaneläkelaitos,Turku,Development,7.0,"30,000",233,"Jatke Länsi-Suomi has purchased the former Petrea rehabilitation center property from Kela, located in the Petrelius area of Turku. The property has been completely vacant since the end of 2016. The property covers approximately 30,000 square meters and the deal includes a 5.8-hectare land area, which is currently being zoned. The area is planned to include housing.",,,,,No,,
,Finland,2025-01-16,n.a.,Julius Tallberg-Kiinteistöt,Helsinki,Office/Warehouse,n.a.,n.a.,n.a.,"Julius Tallberg-Kiinteistöt has sold the property it owns at Tapulikaupungintie 37 in Suutarila, Helsinki, to another investor. Kiinteistö Oy Suutarilan Huoltokeskus is an office and warehouse property that is fully leased to Ramirent Finland Oy. The property has long served as Ramirent’s Finnish headquarters as well as a service point and warehouse for construction equipment rental.",,,,,No,,
,Finland,2025-01-14,AIF Capital Group,"Tampereen Tornit Ky (LähiTapiola, OP, Ilmarinen and SRV)",Tampere,Parking facility,11.5,n.a.,n.a.,"A joint venture owned by LähiTapiola, OP, Ilmarinen, and SRV, Tampereen Tornit Ky, has announced the sale of Kiinteistö Oy Kansi ja Areena Pysäköinti (Tampere Kansi Arena parking facility) to a fund managed by the German AIF Capital Group.",,,,,No,,
,Finland,2025-01-14,Swiss Life AM,Savills IM,Hyvinkää,Logistics,~60,"47,732","1,257","The property serves as Ahlsell’s central warehouse in Finland. Ahlsell has leased the property since its construction in 2002. Fully-let, WAULT 15 years and NOI €3.6 million. Yield ~6%. The lettable area includes 10,856 sqm of open storage.",,,,,Yes,,
,Finland,2025-01-09,Public Property Invest ASA (PPI),eQ Yhteiskuntakiinteistöt,Espoo,School,37.1,"10,000","3,710","The Norwegian real estate company Public Property Invest ASA (PPI), listed on the Oslo Stock Exchange, has signed an agreement to acquire two adjacent school properties in Espoo. This is the company’s first investment in Finland. Mrec Investment Management acts as PPI’s local operating partner in Finland. The total area of the properties acquired by PPI in Espoo is approximately 10,000 square meters, and they are fully leased. 94 percent of the area is leased to the City of Espoo. The annual gross rental income is approximately 2.93 million euros, and the average remaining lease term is 14 years. Yield some 5.3%",,,,,Yes,,
,Finland,2025-01-09,Private,Municipality of Nurmijärvi,Nurmijärvi,Public,n.a.,"2,000",n.a.,The municipality of Nurmijärvi has sold the fire station property in the central area of Nurmijärvi. The buyer was a real estate company owned by local entrepreneurs. The asset is entirely leased to the Vantaa and Kerava Welfare Area.,,,,,No,,
,Finland,2025-01-09,Kansallis-yhtiöt,Käpyrinne ry,Helsinki,Public/development,n.a.,"3,800",n.a.,"Kansallis-yhtiöt and Käpyrinne ry have completed the transaction at Ilmattarentie 2, Käpylä. The property will be converted for supported housing use under a long-term lease agreement with the City of Helsinki. The property will have 67 residential places and facilities for related support services.",,,,,No,,
,Finland,2025-01-09,eQ Yhteiskuntakiinteistöt,Ilmarinen,"Helsinki, Espoo and Vantaa",Public,n.a.,n.a.,n.a.,"The special investment fund eQ Community Properties has agreed with Ilmarinen on a real estate transaction and Ilmarinen’s investment in the same fund. The fund will purchase four properties from Ilmarinen, located in Helsinki, Espoo, and Vantaa. The tenants of the properties are the City of Helsinki, the City of Vantaa, the Western Uusimaa Welfare Area, and Aimo Park. At the same time, Ilmarinen has made an investment in the fund, which was completed on December 31.""",,,,,Yes,,
,Finland,2025-01-07,Private,City of Kuusamo,Kuusamo,Health care,10.0,"15,000",667,The city of Kuusamo has sold the Kuusamo Health Center and the Ruijanmutka Group Home to a private investor.,,,,,No,,
,Finland,2025-01-07,Osuuskauppa Arina,Keva,Rovaniemi,Hotel,n.a.,n.a.,n.a.,"Keva and Osuuskauppa Arina have agreed on the sale of shares in Kiinteistö Oy Rovaniemen Pohjanpuistikko. The real estate company owns the building where Arina’s Original Sokos Hotel Vaakuna Rovaniemi operates. Until now, the hotel has been a tenant of Keva in the property.",,,,,No,,
,Finland,2025-01-02,Park Invest Oy,Ilmarinen,Oulu,Car retail,n.a.,"3,000",n.a.,"Ilmarinen has sold a car dealership property located in Limingantulli, Oulu. The buyer was Jarmo Rinta-Jouppi’s real estate company Park Invest Oy. The property houses a Rinta-Jouppi store.",,,,,No,,
,Finland,2025-01-02,NREP,Toivo Group,Helsinki and Kangasala,Care,20,n.a.,n.a.,"Toivo Group has signed agreements with a fund managed by NREP for two social infrastructure properties. One of the properties is a facility for Esperi Care Oy in Kangasala, with preparatory construction work already underway. The other property will be for the elderly and will be built in Helsinki. The goal is to start construction of the Helsinki facility during 2025.",,,,,No,,
,Finland,2025-01-01,Altaal,KanAm,Helsinki,Office,n.a.,"7,600",n.a.,"Altaal has acquired prime office building Fab 9 located in Helsinki CBD. The seller, KanAm acquired the property from Genesta in 2022 for 3.15% yield. Now, the asset traded for 5.7% yield. Krogerus, a leading law firm, occupies ca 70% of the building.",,,,,No,,
,Finland,2024-12-19,Develo Toimitilat Oy,Ragde Eiendom AS ,Vantaa,Retail/development,n.a.,"7,200",n.a.,"Develo Toimitilat Oy is purchasing a retail property located in Tammisto, Vantaa, which was previously used by Plantagen. Plantagen Finland filed for bankruptcy in September.",,,,,Yes,,
,Finland,2024-12-03,Sibvest and Sijoitusassunot.com,Majakkalahden Kiinteistöt Oy,Several,Residential,n.a.,n.a.,n.a.,"Majakkalahden Kiinteistöt Oy sold a residential portfolio consisting of a total of 185 apartments. The properties are located in Oulu, Jyväskylä, Kuopio, and Rovaniemi.",,,,,No,,
,Finland,2024-12-03,Ethos Real Estate III Oy,HUS,Vantaa,Logistics,11.0,"6,200","1,774","Previously, the logistics center was intended to be sold through a sale and leaseback arrangement. However, the Ministry of Social Affairs and Health issued a preliminary statement on the sale, which changed the plans. According to the Organization Act, a welfare area can only transfer a social and healthcare facility or property if it is included in the ministry-approved social and healthcare sub-plan. Joint Authority Board also decided to initiate the tendering of warehouse operations. The terms of the request for proposals require the selected bidder to lease the sold warehouse property until the end of the lease term. Based on initial information, the yield would be 6.5% (NOI €0.72m).",,,,,Yes,,
,Finland,2024-11-28,Fund managed by Corum,Henki-Fennia,Helsinki,Medical center,n.a.,n.a.,n.a.,"Henki-Fennia sells a well-known medical center property in Munkkivuori, Helsinki, to a fund managed by the French company Corum. The property is Pihlajalinna Dextra Munkkivuori, located at Raumantie 1a. The property has been part of Henki-Fennia’s real estate investment portfolio, managed by S-Pankki Kiinteistöt.",,,,,No,,
,Finland,2024/11/21,Sirius Capital Partners,Toivo Group,"Kirkkonummi, Järvenpää",Residential,35.0,n.a.,n.a.,Toivo Group Oyj has sold a portfolio of three residential apartment buildings comprising 240 apartments to Sirius Capital Partners for approx. 35 million euros. The buildings are completed between 2021 and 2023.,,,,,No,,
,Finland,2024/11/18,UrbanLight,Kreate Group,Tuusula,Light industrial,n.a.,"2,700",n.a.,"UrbanLight continues to expand its light industrial and logistics portfolio by acquiring two light industrial properties located in Jussla, Tuusula. The transaction is a sale and leaseback with Kreate Group.",,,,,No,,
,Finland,2024/11/14,Trophi Fastighets AB,n.a.,Kirkkonummi,Retail/development,n.a.,n.a.,n.a.,"HPP assists the subsidiary of the real estate investment company Trophi Fastighets AB in a sale and leaseback arrangement, through which it acquires a commercial property located in Munkinmäki, Kirkkonummi. A development project is underway on the target property, where a grocery store building is being constructed. The building will be leased to a grocery store operator under a long-term lease agreement",,,,,No,,
,Finland,2024/11/13,Group of investors,Private,Helsinki,Arena,60.0,n.a.,n.a.,Group of investors have acquired the voting C-series shares of Helsinki Halli Oy (former Hartwall Arena). The voting shares of the arena company were sold to a Finnish buyer group led by the real estate investment company Trevian. The transaction still requires approval from authorities and an EU-level exemption.,,,,,No,,
,Finland,2024/11/12,AALTO Development Oy,Stora Enso,Kotka,Development,n.a.,n.a.,n.a.,"Stora Enso has signed an agreement to sell the Sunila property in Kotka to AALTO Development Oy. The transaction is expected to be completed by the end of this year. The parties have agreed not to disclose the sale price. AALTO Development aims to transform Sunila into a hub for sustainable energy transition technology, including significant investments in Gen-H Oy’s hydrogen-based solutions.",,,,,No,,
,Finland,2024/10/31,Private investor,Elite Finland Value Added Fund II Ky,Jyväskylä,Retail/warehouse,n.a.,"5,000",n.a.,"Elite Finland Value Added Fund II Ky has sold a warehouse and retail property located in Seppälä, Jyväskylä, to a private domestic investor. The entire property is leased to Kesko Oyj under a long-term lease agreement.",,,,,No,,
,Finland,2024/10/29,n.a.,Conficap,Vantaa,Office,n.a.,"5,200",n.a.,"Conficap has sold a office property located at Vetotie 3 in Kaivoksela, Vantaa. The building is particularly known as the current headquarters of Sustera. Sustera will move to Pitäjänmäki, Helsinki, in January 2025.",,,,,No,,
